Country,Year,fertility,region,,,,,
Madagascar,1992,6.179,Sub-Saharan Africa,,,,,
Madagascar,1993,6.126,Sub-Saharan Africa,,,,,
Madagascar,1994,6.066,Sub-Saharan Africa,,,,,
Madagascar,1995,5.999,Sub-Saharan Africa,,,,,
Madagascar,1996,5.924,Sub-Saharan Africa,,,,,
Madagascar,1997,5.841,Sub-Saharan Africa,,,,,
Madagascar,1998,5.749,Sub-Saharan Africa,,,,,
Madagascar,1999,5.651,Sub-Saharan Africa,,,,,
Madagascar,2000,5.548,Sub-Saharan Africa,,,,,
Madagascar,2001,5.443,Sub-Saharan Africa,,,,,
Madagascar,2002,5.337,Sub-Saharan Africa,,,,,
Madagascar,2003,5.233,Sub-Saharan Africa,,,,,
Madagascar,2004,5.133,Sub-Saharan Africa,,,,,
Madagascar,2005,5.039,Sub-Saharan Africa,,,,,
Madagascar,2006,4.952,Sub-Saharan Africa,,,,,
Madagascar,2007,4.87,Sub-Saharan Africa,,,,,
Madagascar,2008,4.794,Sub-Saharan Africa,,,,,
Madagascar,2009,4.722,Sub-Saharan Africa,,,,,
Madagascar,2010,4.654,Sub-Saharan Africa,,,,,
Madagascar,2011,4.59,Sub-Saharan Africa,,,,,
Madagascar,2012,4.528,Sub-Saharan Africa,,,,,
Madagascar,2013,4.468,Sub-Saharan Africa,,,,,
Malawi,1964,7.06,Sub-Saharan Africa,,,,,
Malawi,1965,7.101,Sub-Saharan Africa,,,,,
Malawi,1966,7.141,Sub-Saharan Africa,,,,,
Malawi,1967,7.182,Sub-Saharan Africa,,,,,
Malawi,1968,7.222,Sub-Saharan Africa,,,,,
Malawi,1969,7.263,Sub-Saharan Africa,,,,,
Malawi,1970,7.304,Sub-Saharan Africa,,,,,
Malawi,1971,7.346,Sub-Saharan Africa,,,,,
Malawi,1972,7.389,Sub-Saharan Africa,,,,,
Malawi,1973,7.433,Sub-Saharan Africa,,,,,
Malawi,1974,7.477,Sub-Saharan Africa,,,,,
Malawi,1975,7.518,Sub-Saharan Africa,,,,,
Malawi,1976,7.555,Sub-Saharan Africa,,,,,
Malawi,1977,7.584,Sub-Saharan Africa,,,,,
Malawi,1978,7.605,Sub-Saharan Africa,,,,,
Malawi,1979,7.617,Sub-Saharan Africa,,,,,
Malawi,1980,7.621,Sub-Saharan Africa,,,,,
Malawi,1981,7.619,Sub-Saharan Africa,,,,,
Malawi,1982,7.613,Sub-Saharan Africa,,,,,
Malawi,1983,7.601,Sub-Saharan Africa,,,,,
Malawi,1984,7.583,Sub-Saharan Africa,,,,,
Malawi,1985,7.549,Sub-Saharan Africa,,,,,
Malawi,1986,7.49,Sub-Saharan Africa,,,,,
Malawi,1987,7.402,Sub-Saharan Africa,,,,,
Malawi,1988,7.287,Sub-Saharan Africa,,,,,
Malawi,1989,7.148,Sub-Saharan Africa,,,,,
Malawi,1990,6.997,Sub-Saharan Africa,,,,,
Malawi,1991,6.85,Sub-Saharan Africa,,,,,
Malawi,1992,6.719,Sub-Saharan Africa,,,,,
Malawi,1993,6.614,Sub-Saharan Africa,,,,,
Malawi,1994,6.536,Sub-Saharan Africa,,,,,
Malawi,1995,6.483,Sub-Saharan Africa,,,,,
Malawi,1996,6.446,Sub-Saharan Africa,,,,,
Malawi,1997,6.411,Sub-Saharan Africa,,,,,
Malawi,1998,6.369,Sub-Saharan Africa,,,,,
Malawi,1999,6.317,Sub-Saharan Africa,,,,,
Malawi,2000,6.254,Sub-Saharan Africa,,,,,
Malawi,2001,6.186,Sub-Saharan Africa,,,,,
Malawi,2002,6.119,Sub-Saharan Africa,,,,,
Malawi,2003,6.058,Sub-Saharan Africa,,,,,
Malawi,2004,6.002,Sub-Saharan Africa,,,,,
Malawi,2005,5.95,Sub-Saharan Africa,,,,,
Malawi,2006,5.899,Sub-Saharan Africa,,,,,
Malawi,2007,5.843,Sub-Saharan Africa,,,,,
Malawi,2008,5.781,Sub-Saharan Africa,,,,,
Malawi,2009,5.712,Sub-Saharan Africa,,,,,
Malawi,2010,5.636,Sub-Saharan Africa,,,,,
Malawi,2011,5.554,Sub-Saharan Africa,,,,,
Malawi,2012,5.471,Sub-Saharan Africa,,,,,
Malawi,2013,5.389,Sub-Saharan Africa,,,,,
Malaysia,1964,5.808,East Asia & Pacific,,,,,
Malaysia,1965,5.655,East Asia & Pacific,,,,,
Malaysia,1966,5.492,East Asia & Pacific,,,,,
Malaysia,1967,5.326,East Asia & Pacific,,,,,
Malaysia,1968,5.165,East Asia & Pacific,,,,,
Malaysia,1969,5.014,East Asia & Pacific,,,,,
Malaysia,1970,4.872,East Asia & Pacific,,,,,
Malaysia,1971,4.737,East Asia & Pacific,,,,,
Malaysia,1972,4.603,East Asia & Pacific,,,,,
Malaysia,1973,4.469,East Asia & Pacific,,,,,
Malaysia,1974,4.337,East Asia & Pacific,,,,,
Malaysia,1975,4.209,East Asia & Pacific,,,,,
Malaysia,1976,4.092,East Asia & Pacific,,,,,
Malaysia,1977,3.99,East Asia & Pacific,,,,,
Malaysia,1978,3.906,East Asia & Pacific,,,,,
Malaysia,1979,3.839,East Asia & Pacific,,,,,
Malaysia,1980,3.789,East Asia & Pacific,,,,,
Malaysia,1981,3.753,East Asia & Pacific,,,,,
Malaysia,1982,3.725,East Asia & Pacific,,,,,
Malaysia,1983,3.702,East Asia & Pacific,,,,,
Malaysia,1984,3.679,East Asia & Pacific,,,,,
Malaysia,1985,3.656,East Asia & Pacific,,,,,
Malaysia,1986,3.63,East Asia & Pacific,,,,,
Malaysia,1987,3.604,East Asia & Pacific,,,,,
Malaysia,1988,3.576,East Asia & Pacific,,,,,
Malaysia,1989,3.546,East Asia & Pacific,,,,,
Malaysia,1990,3.515,East Asia & Pacific,,,,,
Malaysia,1991,3.485,East Asia & Pacific,,,,,
Malaysia,1992,3.454,East Asia & Pacific,,,,,
Malaysia,1993,3.422,East Asia & Pacific,,,,,
Malaysia,1994,3.385,East Asia & Pacific,,,,,
Malaysia,1995,3.339,East Asia & Pacific,,,,,
Malaysia,1996,3.275,East Asia & Pacific,,,,,
Malaysia,1997,3.19,East Asia & Pacific,,,,,
Malaysia,1998,3.085,East Asia & Pacific,,,,,
Malaysia,1999,2.961,East Asia & Pacific,,,,,
Malaysia,2000,2.825,East Asia & Pacific,,,,,
Malaysia,2001,2.683,East Asia & Pacific,,,,,
Malaysia,2002,2.544,East Asia & Pacific,,,,,
Malaysia,2003,2.418,East Asia & Pacific,,,,,
Malaysia,2004,2.307,East Asia & Pacific,,,,,
Malaysia,2005,2.216,East Asia & Pacific,,,,,
Malaysia,2006,2.146,East Asia & Pacific,,,,,
Malaysia,2007,2.093,East Asia & Pacific,,,,,
Malaysia,2008,2.052,East Asia & Pacific,,,,,
Malaysia,2009,2.023,East Asia & Pacific,,,,,
Malaysia,2010,2.002,East Asia & Pacific,,,,,
Malaysia,2011,1.986,East Asia & Pacific,,,,,
Malaysia,2012,1.975,East Asia & Pacific,,,,,
Malaysia,2013,1.964,East Asia & Pacific,,,,,
Maldives,1964,7.179,South Asia,,,,,
Maldives,1965,7.201,South Asia,,,,,
Maldives,1966,7.218,South Asia,,,,,
Maldives,1967,7.231,South Asia,,,,,
Maldives,1968,7.237,South Asia,,,,,
Maldives,1969,7.237,South Asia,,,,,
Maldives,1970,7.227,South Asia,,,,,
Maldives,1971,7.201,South Asia,,,,,
Maldives,1972,7.159,South Asia,,,,,
Maldives,1973,7.103,South Asia,,,,,
Maldives,1974,7.04,South Asia,,,,,
Maldives,1975,6.981,South Asia,,,,,
Maldives,1976,6.941,South Asia,,,,,
Maldives,1977,6.931,South Asia,,,,,
Maldives,1978,6.953,South Asia,,,,,
Maldives,1979,7.002,South Asia,,,,,
Maldives,1980,7.071,South Asia,,,,,
Maldives,1981,7.146,South Asia,,,,,
Maldives,1982,7.21,South Asia,,,,,
Maldives,1983,7.245,South Asia,,,,,
Maldives,1984,7.24,South Asia,,,,,
Maldives,1985,7.183,South Asia,,,,,
Maldives,1986,7.064,South Asia,,,,,
Maldives,1987,6.888,South Asia,,,,,
Maldives,1988,6.664,South Asia,,,,,
Maldives,1989,6.397,South Asia,,,,,
Maldives,1990,6.099,South Asia,,,,,
Maldives,1991,5.783,South Asia,,,,,
Maldives,1992,5.461,South Asia,,,,,
Maldives,1993,5.146,South Asia,,,,,
Maldives,1994,4.845,South Asia,,,,,
Maldives,1995,4.56,South Asia,,,,,
Maldives,1996,4.289,South Asia,,,,,
Maldives,1997,4.024,South Asia,,,,,
Maldives,1998,3.763,South Asia,,,,,
Maldives,1999,3.51,South Asia,,,,,
Maldives,2000,3.271,South Asia,,,,,
Maldives,2001,3.055,South Asia,,,,,
Maldives,2002,2.869,South Asia,,,,,
Maldives,2003,2.715,South Asia,,,,,
Maldives,2004,2.596,South Asia,,,,,
Maldives,2005,2.508,South Asia,,,,,
Maldives,2006,2.449,South Asia,,,,,
Maldives,2007,2.41,South Asia,,,,,
Maldives,2008,2.382,South Asia,,,,,
Maldives,2009,2.36,South Asia,,,,,
Maldives,2010,2.339,South Asia,,,,,
Maldives,2011,2.314,South Asia,,,,,
Maldives,2012,2.287,South Asia,,,,,
Maldives,2013,2.256,South Asia,,,,,
Mali,1964,6.793,Sub-Saharan Africa,,,,,
Mali,1965,6.816,Sub-Saharan Africa,,,,,
Mali,1966,6.838,Sub-Saharan Africa,,,,,
Mali,1967,6.858,Sub-Saharan Africa,,,,,
Mali,1968,6.875,Sub-Saharan Africa,,,,,
Mali,1969,6.889,Sub-Saharan Africa,,,,,
Mali,1970,6.901,Sub-Saharan Africa,,,,,
Mali,1971,6.913,Sub-Saharan Africa,,,,,
Mali,1972,6.924,Sub-Saharan Africa,,,,,
Mali,1973,6.937,Sub-Saharan Africa,,,,,
Mali,1974,6.951,Sub-Saharan Africa,,,,,
Mali,1975,6.966,Sub-Saharan Africa,,,,,
Mali,1976,6.982,Sub-Saharan Africa,,,,,
Mali,1977,6.999,Sub-Saharan Africa,,,,,
Mali,1978,7.016,Sub-Saharan Africa,,,,,
Mali,1979,7.031,Sub-Saharan Africa,,,,,
Mali,1980,7.046,Sub-Saharan Africa,,,,,
Mali,1981,7.059,Sub-Saharan Africa,,,,,
Mali,1982,7.07,Sub-Saharan Africa,,,,,
Mali,1983,7.08,Sub-Saharan Africa,,,,,
Mali,1984,7.088,Sub-Saharan Africa,,,,,
Mali,1985,7.093,Sub-Saharan Africa,,,,,
Mali,1986,7.095,Sub-Saharan Africa,,,,,
Mali,1987,7.092,Sub-Saharan Africa,,,,,
Mali,1988,7.086,Sub-Saharan Africa,,,,,
Mali,1989,7.076,Sub-Saharan Africa,,,,,
Mali,1990,7.062,Sub-Saharan Africa,,,,,
Mali,1991,7.044,Sub-Saharan Africa,,,,,
Mali,1992,7.023,Sub-Saharan Africa,,,,,
Mali,1993,6.999,Sub-Saharan Africa,,,,,
Mali,1994,6.973,Sub-Saharan Africa,,,,,
Mali,1995,6.947,Sub-Saharan Africa,,,,,
Mali,1996,6.921,Sub-Saharan Africa,,,,,
Mali,1997,6.896,Sub-Saharan Africa,,,,,
Mali,1998,6.873,Sub-Saharan Africa,,,,,
Mali,1999,6.853,Sub-Saharan Africa,,,,,
Mali,2000,6.836,Sub-Saharan Africa,,,,,
Mali,2001,6.822,Sub-Saharan Africa,,,,,
Mali,2002,6.811,Sub-Saharan Africa,,,,,
Mali,2003,6.803,Sub-Saharan Africa,,,,,
Mali,2004,6.797,Sub-Saharan Africa,,,,,
Mali,2005,6.796,Sub-Saharan Africa,,,,,
Mali,2006,6.799,Sub-Saharan Africa,,,,,
Mali,2007,6.806,Sub-Saharan Africa,,,,,
Mali,2008,6.817,Sub-Saharan Africa,,,,,
Mali,2009,6.83,Sub-Saharan Africa,,,,,
Mali,2010,6.841,Sub-Saharan Africa,,,,,
Mali,2011,6.85,Sub-Saharan Africa,,,,,
Mali,2012,6.852,Sub-Saharan Africa,,,,,
Mali,2013,6.847,Sub-Saharan Africa,,,,,
Malta,1964,2.798,Europe & Central Asia,,,,,
Malta,1965,2.592,Europe & Central Asia,,,,,
Malta,1966,2.401,Europe & Central Asia,,,,,
Malta,1967,2.238,Europe & Central Asia,,,,,
Malta,1968,2.11,Europe & Central Asia,,,,,
Malta,1969,2.023,Europe & Central Asia,,,,,
Malta,1970,1.975,Europe & Central Asia,,,,,
Malta,1971,1.963,Europe & Central Asia,,,,,
Malta,1972,1.975,Europe & Central Asia,,,,,
Malta,1973,1.999,Europe & Central Asia,,,,,
Malta,1974,2.028,Europe & Central Asia,,,,,
Malta,1975,2.056,Europe & Central Asia,,,,,
Malta,1976,2.077,Europe & Central Asia,,,,,
Malta,1977,2.09,Europe & Central Asia,,,,,
Malta,1978,2.097,Europe & Central Asia,,,,,
Malta,1979,2.095,Europe & Central Asia,,,,,
Malta,1980,2.087,Europe & Central Asia,,,,,
Malta,1981,2.075,Europe & Central Asia,,,,,
Malta,1982,2.064,Europe & Central Asia,,,,,
Malta,1983,2.057,Europe & Central Asia,,,,,
Malta,1984,2.054,Europe & Central Asia,,,,,
Malta,1985,2.055,Europe & Central Asia,,,,,
Malta,1986,2.059,Europe & Central Asia,,,,,
Malta,1987,2.064,Europe & Central Asia,,,,,
Malta,1988,2.065,Europe & Central Asia,,,,,
Malta,1989,2.062,Europe & Central Asia,,,,,
Malta,1990,2.054,Europe & Central Asia,,,,,
Malta,1991,2.04,Europe & Central Asia,,,,,
Malta,1992,2.022,Europe & Central Asia,,,,,
Malta,1993,1.998,Europe & Central Asia,,,,,
Malta,1994,1.968,Europe & Central Asia,,,,,
Malta,1995,1.93,Europe & Central Asia,,,,,
Malta,1996,1.881,Europe & Central Asia,,,,,
Malta,1997,1.819,Europe & Central Asia,,,,,
Malta,1998,1.748,Europe & Central Asia,,,,,
Malta,1999,1.671,Europe & Central Asia,,,,,
Malta,2000,1.593,Europe & Central Asia,,,,,
Malta,2001,1.521,Europe & Central Asia,,,,,
Malta,2002,1.461,Europe & Central Asia,,,,,
Malta,2003,1.417,Europe & Central Asia,,,,,
Malta,2004,1.388,Europe & Central Asia,,,,,
Malta,2005,1.375,Europe & Central Asia,,,,,
Malta,2006,1.373,Europe & Central Asia,,,,,
Malta,2007,1.375,Europe & Central Asia,,,,,
Malta,2008,1.377,Europe & Central Asia,,,,,
Malta,2009,1.377,Europe & Central Asia,,,,,
Malta,2010,1.373,Europe & Central Asia,,,,,
Malta,2011,1.367,Europe & Central Asia,,,,,
Malta,2012,1.361,Europe & Central Asia,,,,,
Malta,2013,1.356,Europe & Central Asia,,,,,
Martinique,1964,5.363,America,,,,,
Martinique,1965,5.278,America,,,,,
Martinique,1966,5.181,America,,,,,
Martinique,1967,5.069,America,,,,,
Martinique,1968,4.939,America,,,,,
Martinique,1969,4.789,America,,,,,
Martinique,1970,4.613,America,,,,,
Martinique,1971,4.404,America,,,,,
Martinique,1972,4.165,America,,,,,
Martinique,1973,3.9,America,,,,,
Martinique,1974,3.619,America,,,,,
Martinique,1975,3.333,America,,,,,
Martinique,1976,3.059,America,,,,,
Martinique,1977,2.809,America,,,,,
Martinique,1978,2.593,America,,,,,
Martinique,1979,2.418,America,,,,,
Martinique,1980,2.287,America,,,,,
Martinique,1981,2.202,America,,,,,
Martinique,1982,2.15,America,,,,,
Martinique,1983,2.123,America,,,,,
Martinique,1984,2.113,America,,,,,
Martinique,1985,2.111,America,,,,,
Martinique,1986,2.111,America,,,,,
Martinique,1987,2.108,America,,,,,
Martinique,1988,2.099,America,,,,,
Martinique,1989,2.081,America,,,,,
Martinique,1990,2.054,America,,,,,
Martinique,1991,2.02,America,,,,,
Martinique,1992,1.986,America,,,,,
Martinique,1993,1.955,America,,,,,
Martinique,1994,1.93,America,,,,,
Martinique,1995,1.912,America,,,,,
Martinique,1996,1.905,America,,,,,
Martinique,1997,1.905,America,,,,,
Martinique,1998,1.912,America,,,,,
Martinique,1999,1.924,America,,,,,
Martinique,2000,1.939,America,,,,,
Martinique,2001,1.952,America,,,,,
Martinique,2002,1.962,America,,,,,
Martinique,2003,1.966,America,,,,,
Martinique,2004,1.964,America,,,,,
Martinique,2005,1.955,America,,,,,
Martinique,2006,1.941,America,,,,,
Martinique,2007,1.924,America,,,,,
Martinique,2008,1.906,America,,,,,
Martinique,2009,1.887,America,,,,,
Martinique,2010,1.87,America,,,,,
Martinique,2011,1.854,America,,,,,
Martinique,2012,1.84,America,,,,,
Martinique,2013,1.827,America,,,,,
Mauritania,1964,6.799,Sub-Saharan Africa,,,,,
Mauritania,1965,6.799,Sub-Saharan Africa,,,,,
Mauritania,1966,6.798,Sub-Saharan Africa,,,,,
Mauritania,1967,6.798,Sub-Saharan Africa,,,,,
Mauritania,1968,6.795,Sub-Saharan Africa,,,,,
Mauritania,1969,6.791,Sub-Saharan Africa,,,,,
Mauritania,1970,6.784,Sub-Saharan Africa,,,,,
Mauritania,1971,6.774,Sub-Saharan Africa,,,,,
Mauritania,1972,6.759,Sub-Saharan Africa,,,,,
Mauritania,1973,6.739,Sub-Saharan Africa,,,,,
Mauritania,1974,6.713,Sub-Saharan Africa,,,,,
Mauritania,1975,6.681,Sub-Saharan Africa,,,,,
Mauritania,1976,6.641,Sub-Saharan Africa,,,,,
Mauritania,1977,6.594,Sub-Saharan Africa,,,,,
Mauritania,1978,6.541,Sub-Saharan Africa,,,,,
Mauritania,1979,6.484,Sub-Saharan Africa,,,,,
Mauritania,1980,6.426,Sub-Saharan Africa,,,,,
Mauritania,1981,6.368,Sub-Saharan Africa,,,,,
Mauritania,1982,6.314,Sub-Saharan Africa,,,,,
Mauritania,1983,6.264,Sub-Saharan Africa,,,,,
Mauritania,1984,6.219,Sub-Saharan Africa,,,,,
Mauritania,1985,6.178,Sub-Saharan Africa,,,,,
Mauritania,1986,6.141,Sub-Saharan Africa,,,,,
Mauritania,1987,6.104,Sub-Saharan Africa,,,,,
Mauritania,1988,6.065,Sub-Saharan Africa,,,,,
Mauritania,1989,6.023,Sub-Saharan Africa,,,,,
Mauritania,1990,5.978,Sub-Saharan Africa,,,,,
Mauritania,1991,5.928,Sub-Saharan Africa,,,,,
Mauritania,1992,5.875,Sub-Saharan Africa,,,,,
Mauritania,1993,5.818,Sub-Saharan Africa,,,,,
Mauritania,1994,5.758,Sub-Saharan Africa,,,,,
Mauritania,1995,5.696,Sub-Saharan Africa,,,,,
Mauritania,1996,5.633,Sub-Saharan Africa,,,,,
Mauritania,1997,5.569,Sub-Saharan Africa,,,,,
Mauritania,1998,5.505,Sub-Saharan Africa,,,,,
Mauritania,1999,5.442,Sub-Saharan Africa,,,,,
Mauritania,2000,5.381,Sub-Saharan Africa,,,,,
Mauritania,2001,5.321,Sub-Saharan Africa,,,,,
Mauritania,2002,5.263,Sub-Saharan Africa,,,,,
Mauritania,2003,5.205,Sub-Saharan Africa,,,,,
Mauritania,2004,5.15,Sub-Saharan Africa,,,,,
Mauritania,2005,5.095,Sub-Saharan Africa,,,,,
Mauritania,2006,5.042,Sub-Saharan Africa,,,,,
Mauritania,2007,4.99,Sub-Saharan Africa,,,,,
Mauritania,2008,4.939,Sub-Saharan Africa,,,,,
Mauritania,2009,4.888,Sub-Saharan Africa,,,,,
Mauritania,2010,4.837,Sub-Saharan Africa,,,,,
Mauritania,2011,4.783,Sub-Saharan Africa,,,,,
Mauritania,2012,4.728,Sub-Saharan Africa,,,,,
Mauritania,2013,4.67,Sub-Saharan Africa,,,,,
Mauritius,1964,5.785,Sub-Saharan Africa,,,,,
Mauritius,1965,5.51,Sub-Saharan Africa,,,,,
Mauritius,1966,5.187,Sub-Saharan Africa,,,,,
Mauritius,1967,4.847,Sub-Saharan Africa,,,,,
Mauritius,1968,4.516,Sub-Saharan Africa,,,,,
Mauritius,1969,4.213,Sub-Saharan Africa,,,,,
Mauritius,1970,3.952,Sub-Saharan Africa,,,,,
Mauritius,1971,3.741,Sub-Saharan Africa,,,,,
Mauritius,1972,3.575,Sub-Saharan Africa,,,,,
Mauritius,1973,3.444,Sub-Saharan Africa,,,,,
Mauritius,1974,3.341,Sub-Saharan Africa,,,,,
Mauritius,1975,3.255,Sub-Saharan Africa,,,,,
Mauritius,1976,3.169,Sub-Saharan Africa,,,,,
Mauritius,1977,3.071,Sub-Saharan Africa,,,,,
Mauritius,1978,2.954,Sub-Saharan Africa,,,,,
Mauritius,1979,2.818,Sub-Saharan Africa,,,,,
Mauritius,1980,2.672,Sub-Saharan Africa,,,,,
Mauritius,1981,2.532,Sub-Saharan Africa,,,,,
Mauritius,1982,2.412,Sub-Saharan Africa,,,,,
Mauritius,1983,2.325,Sub-Saharan Africa,,,,,
Mauritius,1984,2.273,Sub-Saharan Africa,,,,,
Mauritius,1985,2.252,Sub-Saharan Africa,,,,,
Mauritius,1986,2.256,Sub-Saharan Africa,,,,,
Mauritius,1987,2.272,Sub-Saharan Africa,,,,,
Mauritius,1988,2.287,Sub-Saharan Africa,,,,,
Mauritius,1989,2.296,Sub-Saharan Africa,,,,,
Mauritius,1990,2.293,Sub-Saharan Africa,,,,,
Mauritius,1991,2.278,Sub-Saharan Africa,,,,,
Mauritius,1992,2.253,Sub-Saharan Africa,,,,,
Mauritius,1993,2.221,Sub-Saharan Africa,,,,,
Mauritius,1994,2.183,Sub-Saharan Africa,,,,,
Mauritius,1995,2.144,Sub-Saharan Africa,,,,,
Mauritius,1996,2.105,Sub-Saharan Africa,,,,,
Mauritius,1997,2.071,Sub-Saharan Africa,,,,,
Mauritius,1998,2.042,Sub-Saharan Africa,,,,,
Mauritius,1999,2.018,Sub-Saharan Africa,,,,,
Mauritius,2000,1.994,Sub-Saharan Africa,,,,,
Mauritius,2001,1.965,Sub-Saharan Africa,,,,,
Mauritius,2002,1.927,Sub-Saharan Africa,,,,,
Mauritius,2003,1.877,Sub-Saharan Africa,,,,,
Mauritius,2004,1.818,Sub-Saharan Africa,,,,,
Mauritius,2005,1.753,Sub-Saharan Africa,,,,,
Mauritius,2006,1.687,Sub-Saharan Africa,,,,,
Mauritius,2007,1.628,Sub-Saharan Africa,,,,,
Mauritius,2008,1.579,Sub-Saharan Africa,,,,,
Mauritius,2009,1.544,Sub-Saharan Africa,,,,,
Mauritius,2010,1.521,Sub-Saharan Africa,,,,,
Mauritius,2011,1.51,Sub-Saharan Africa,,,,,
Mauritius,2012,1.504,Sub-Saharan Africa,,,,,
Mauritius,2013,1.501,Sub-Saharan Africa,,,,,
Mayotte,1964,7.91,Sub-Saharan Africa,,,,,
Mayotte,1965,7.91,Sub-Saharan Africa,,,,,
Mayotte,1966,7.91,Sub-Saharan Africa,,,,,
Mayotte,1967,7.91,Sub-Saharan Africa,,,,,
Mayotte,1968,7.91,Sub-Saharan Africa,,,,,
Mayotte,1969,7.91,Sub-Saharan Africa,,,,,
Mayotte,1970,7.912,Sub-Saharan Africa,,,,,
Mayotte,1971,7.918,Sub-Saharan Africa,,,,,
Mayotte,1972,7.928,Sub-Saharan Africa,,,,,
Mayotte,1973,7.94,Sub-Saharan Africa,,,,,
Mayotte,1974,7.95,Sub-Saharan Africa,,,,,
Mayotte,1975,7.953,Sub-Saharan Africa,,,,,
Mayotte,1976,7.941,Sub-Saharan Africa,,,,,
Mayotte,1977,7.909,Sub-Saharan Africa,,,,,
Mayotte,1978,7.854,Sub-Saharan Africa,,,,,
Mayotte,1979,7.777,Sub-Saharan Africa,,,,,
Mayotte,1980,7.681,Sub-Saharan Africa,,,,,
Mayotte,1981,7.576,Sub-Saharan Africa,,,,,
Mayotte,1982,7.469,Sub-Saharan Africa,,,,,
Mayotte,1983,7.36,Sub-Saharan Africa,,,,,
Mayotte,1984,7.249,Sub-Saharan Africa,,,,,
Mayotte,1985,7.12,Sub-Saharan Africa,,,,,
Mayotte,1986,6.955,Sub-Saharan Africa,,,,,
Mayotte,1987,6.745,Sub-Saharan Africa,,,,,
Mayotte,1988,6.488,Sub-Saharan Africa,,,,,
Mayotte,1989,6.193,Sub-Saharan Africa,,,,,
Mayotte,1990,5.88,Sub-Saharan Africa,,,,,
Mayotte,1991,5.577,Sub-Saharan Africa,,,,,
Mayotte,1992,5.307,Sub-Saharan Africa,,,,,
Mayotte,1993,5.088,Sub-Saharan Africa,,,,,
Mayotte,1994,4.928,Sub-Saharan Africa,,,,,
Mayotte,1995,4.822,Sub-Saharan Africa,,,,,
Mayotte,1996,4.759,Sub-Saharan Africa,,,,,
Mayotte,1997,4.718,Sub-Saharan Africa,,,,,
Mayotte,1998,4.679,Sub-Saharan Africa,,,,,
Mayotte,1999,4.636,Sub-Saharan Africa,,,,,
Mayotte,2000,4.587,Sub-Saharan Africa,,,,,
Mayotte,2001,4.536,Sub-Saharan Africa,,,,,
Mayotte,2002,4.488,Sub-Saharan Africa,,,,,
Mayotte,2003,4.449,Sub-Saharan Africa,,,,,
Mayotte,2004,4.416,Sub-Saharan Africa,,,,,
Mayotte,2005,4.384,Sub-Saharan Africa,,,,,
Mayotte,2006,4.347,Sub-Saharan Africa,,,,,
Mayotte,2007,4.3,Sub-Saharan Africa,,,,,
Mayotte,2008,4.24,Sub-Saharan Africa,,,,,
Mayotte,2009,4.167,Sub-Saharan Africa,,,,,
Mayotte,2010,4.082,Sub-Saharan Africa,,,,,
Mayotte,2011,3.989,Sub-Saharan Africa,,,,,
Mayotte,2012,3.894,Sub-Saharan Africa,,,,,
Mayotte,2013,3.802,Sub-Saharan Africa,,,,,
Mexico,1964,6.767,America,,,,,
Mexico,1965,6.769,America,,,,,
Mexico,1966,6.773,America,,,,,
Mexico,1967,6.777,America,,,,,
Mexico,1968,6.775,America,,,,,
Mexico,1969,6.76,America,,,,,
Mexico,1970,6.72,America,,,,,
Mexico,1971,6.643,America,,,,,
Mexico,1972,6.525,America,,,,,
Mexico,1973,6.364,America,,,,,
Mexico,1974,6.164,America,,,,,
Mexico,1975,5.932,America,,,,,
Mexico,1976,5.679,America,,,,,
Mexico,1977,5.418,America,,,,,
Mexico,1978,5.163,America,,,,,
Mexico,1979,4.924,America,,,,,
Mexico,1980,4.705,America,,,,,
Mexico,1981,4.51,America,,,,,
Mexico,1982,4.334,America,,,,,
Mexico,1983,4.174,America,,,,,
Mexico,1984,4.029,America,,,,,
Mexico,1985,3.898,America,,,,,
Mexico,1986,3.778,America,,,,,
Mexico,1987,3.669,America,,,,,
Mexico,1988,3.566,America,,,,,
Mexico,1989,3.468,America,,,,,
Mexico,1990,3.375,America,,,,,
Mexico,1991,3.285,America,,,,,
Mexico,1992,3.199,America,,,,,
Mexico,1993,3.117,America,,,,,
Mexico,1994,3.04,America,,,,,
Mexico,1995,2.966,America,,,,,
Mexico,1996,2.896,America,,,,,
Mexico,1997,2.831,America,,,,,
Mexico,1998,2.77,America,,,,,
Mexico,1999,2.712,America,,,,,
Mexico,2000,2.659,America,,,,,
Mexico,2001,2.61,America,,,,,
Mexico,2002,2.565,America,,,,,
Mexico,2003,2.523,America,,,,,
Mexico,2004,2.484,America,,,,,
Mexico,2005,2.448,America,,,,,
Mexico,2006,2.413,America,,,,,
Mexico,2007,2.379,America,,,,,
Mexico,2008,2.346,America,,,,,
Mexico,2009,2.313,America,,,,,
Mexico,2010,2.281,America,,,,,
Mexico,2011,2.248,America,,,,,
Mexico,2012,2.216,America,,,,,
Mexico,2013,2.185,America,,,,,
"Micronesia, Fed. Sts.",1964,6.893,East Asia & Pacific,,,,,
"Micronesia, Fed. Sts.",1965,6.894,East Asia & Pacific,,,,,
"Micronesia, Fed. Sts.",1966,6.9,East Asia & Pacific,,,,,
"Micronesia, Fed. Sts.",1967,6.911,East Asia & Pacific,,,,,
"Micronesia, Fed. Sts.",1968,6.924,East Asia & Pacific,,,,,
"Micronesia, Fed. Sts.",1969,6.935,East Asia & Pacific,,,,,
"Micronesia, Fed. Sts.",1970,6.938,East Asia & Pacific,,,,,
