gdp,region,Country,Year
3230,East Asia & Pacific,"Micronesia, Fed. Sts.",2001
3256,East Asia & Pacific,"Micronesia, Fed. Sts.",2002
3320,East Asia & Pacific,"Micronesia, Fed. Sts.",2003
3220,East Asia & Pacific,"Micronesia, Fed. Sts.",2004
3301,East Asia & Pacific,"Micronesia, Fed. Sts.",2005
3312,East Asia & Pacific,"Micronesia, Fed. Sts.",2006
3262,East Asia & Pacific,"Micronesia, Fed. Sts.",2007
3197,East Asia & Pacific,"Micronesia, Fed. Sts.",2008
3243,East Asia & Pacific,"Micronesia, Fed. Sts.",2009
3337,East Asia & Pacific,"Micronesia, Fed. Sts.",2010
3412,East Asia & Pacific,"Micronesia, Fed. Sts.",2011
3428,East Asia & Pacific,"Micronesia, Fed. Sts.",2012
3286,East Asia & Pacific,"Micronesia, Fed. Sts.",2013
4162,Europe & Central Asia,Moldova,1964
4342,Europe & Central Asia,Moldova,1965
4499,Europe & Central Asia,Moldova,1966
4646,Europe & Central Asia,Moldova,1967
4868,Europe & Central Asia,Moldova,1968
4887,Europe & Central Asia,Moldova,1969
5212,Europe & Central Asia,Moldova,1970
5295,Europe & Central Asia,Moldova,1971
5270,Europe & Central Asia,Moldova,1972
5656,Europe & Central Asia,Moldova,1973
5765,Europe & Central Asia,Moldova,1974
5727,Europe & Central Asia,Moldova,1975
5941,Europe & Central Asia,Moldova,1976
6027,Europe & Central Asia,Moldova,1977
6124,Europe & Central Asia,Moldova,1978
6044,Europe & Central Asia,Moldova,1979
6002,Europe & Central Asia,Moldova,1980
6008,Europe & Central Asia,Moldova,1981
6104,Europe & Central Asia,Moldova,1982
6246,Europe & Central Asia,Moldova,1983
6266,Europe & Central Asia,Moldova,1984
6266,Europe & Central Asia,Moldova,1985
6466,Europe & Central Asia,Moldova,1986
6494,Europe & Central Asia,Moldova,1987
6578,Europe & Central Asia,Moldova,1988
6643,Europe & Central Asia,Moldova,1989
6440,Europe & Central Asia,Moldova,1990
5395,Europe & Central Asia,Moldova,1991
3822,Europe & Central Asia,Moldova,1992
3780,Europe & Central Asia,Moldova,1993
2620,Europe & Central Asia,Moldova,1994
2596,Europe & Central Asia,Moldova,1995
2466,Europe & Central Asia,Moldova,1996
2515,Europe & Central Asia,Moldova,1997
2353,Europe & Central Asia,Moldova,1998
2276,Europe & Central Asia,Moldova,1999
2329,Europe & Central Asia,Moldova,2000
2476,Europe & Central Asia,Moldova,2001
2676,Europe & Central Asia,Moldova,2002
2860,Europe & Central Asia,Moldova,2003
3080,Europe & Central Asia,Moldova,2004
3318,Europe & Central Asia,Moldova,2005
3487,Europe & Central Asia,Moldova,2006
3603,Europe & Central Asia,Moldova,2007
3890,Europe & Central Asia,Moldova,2008
3661,Europe & Central Asia,Moldova,2009
3925,Europe & Central Asia,Moldova,2010
4179,Europe & Central Asia,Moldova,2011
4151,Europe & Central Asia,Moldova,2012
4542,Europe & Central Asia,Moldova,2013
1383,East Asia & Pacific,Mongolia,1964
1431,East Asia & Pacific,Mongolia,1965
1479,East Asia & Pacific,Mongolia,1966
1532,East Asia & Pacific,Mongolia,1967
1584,East Asia & Pacific,Mongolia,1968
1637,East Asia & Pacific,Mongolia,1969
1695,East Asia & Pacific,Mongolia,1970
1731,East Asia & Pacific,Mongolia,1971
1748,East Asia & Pacific,Mongolia,1972
1854,East Asia & Pacific,Mongolia,1973
1886,East Asia & Pacific,Mongolia,1974
1949,East Asia & Pacific,Mongolia,1975
1975,East Asia & Pacific,Mongolia,1976
2121,East Asia & Pacific,Mongolia,1977
2167,East Asia & Pacific,Mongolia,1978
2211,East Asia & Pacific,Mongolia,1979
2502,East Asia & Pacific,Mongolia,1980
2223,East Asia & Pacific,Mongolia,1981
2587,East Asia & Pacific,Mongolia,1982
2911,East Asia & Pacific,Mongolia,1983
3256,East Asia & Pacific,Mongolia,1984
3188,East Asia & Pacific,Mongolia,1985
3359,East Asia & Pacific,Mongolia,1986
3573,East Asia & Pacific,Mongolia,1987
3694,East Asia & Pacific,Mongolia,1988
3609,East Asia & Pacific,Mongolia,1989
5122,East Asia & Pacific,Mongolia,1990
4606,East Asia & Pacific,Mongolia,1991
4132,East Asia & Pacific,Mongolia,1992
3966,East Asia & Pacific,Mongolia,1993
4020,East Asia & Pacific,Mongolia,1994
4244,East Asia & Pacific,Mongolia,1995
4304,East Asia & Pacific,Mongolia,1996
4435,East Asia & Pacific,Mongolia,1997
4544,East Asia & Pacific,Mongolia,1998
4643,East Asia & Pacific,Mongolia,1999
4655,East Asia & Pacific,Mongolia,2000
4748,East Asia & Pacific,Mongolia,2001
4925,East Asia & Pacific,Mongolia,2002
5216,East Asia & Pacific,Mongolia,2003
5706,East Asia & Pacific,Mongolia,2004
6047,East Asia & Pacific,Mongolia,2005
6480,East Asia & Pacific,Mongolia,2006
7046,East Asia & Pacific,Mongolia,2007
7563,East Asia & Pacific,Mongolia,2008
7357,East Asia & Pacific,Mongolia,2009
7708,East Asia & Pacific,Mongolia,2010
8905,East Asia & Pacific,Mongolia,2011
9851,East Asia & Pacific,Mongolia,2012
10833,East Asia & Pacific,Mongolia,2013
8135,Europe & Central Asia,Montenegro,1964
8288,Europe & Central Asia,Montenegro,1965
8667,Europe & Central Asia,Montenegro,1966
8756,Europe & Central Asia,Montenegro,1967
8882,Europe & Central Asia,Montenegro,1968
9816,Europe & Central Asia,Montenegro,1969
10228,Europe & Central Asia,Montenegro,1970
11328,Europe & Central Asia,Montenegro,1971
11634,Europe & Central Asia,Montenegro,1972
11943,Europe & Central Asia,Montenegro,1973
13388,Europe & Central Asia,Montenegro,1974
13294,Europe & Central Asia,Montenegro,1975
13601,Europe & Central Asia,Montenegro,1976
14481,Europe & Central Asia,Montenegro,1977
15175,Europe & Central Asia,Montenegro,1978
16108,Europe & Central Asia,Montenegro,1979
16814,Europe & Central Asia,Montenegro,1980
17041,Europe & Central Asia,Montenegro,1981
17085,Europe & Central Asia,Montenegro,1982
17165,Europe & Central Asia,Montenegro,1983
17534,Europe & Central Asia,Montenegro,1984
17613,Europe & Central Asia,Montenegro,1985
18274,Europe & Central Asia,Montenegro,1986
18015,Europe & Central Asia,Montenegro,1987
17714,Europe & Central Asia,Montenegro,1988
17442,Europe & Central Asia,Montenegro,1989
16136,Europe & Central Asia,Montenegro,1990
14269,Europe & Central Asia,Montenegro,1991
10808,Europe & Central Asia,Montenegro,1992
6780,Europe & Central Asia,Montenegro,1993
6788,Europe & Central Asia,Montenegro,1994
7635,Europe & Central Asia,Montenegro,1995
9559,Europe & Central Asia,Montenegro,1996
9978,Europe & Central Asia,Montenegro,1997
10482,Europe & Central Asia,Montenegro,1998
9506,Europe & Central Asia,Montenegro,1999
9803,Europe & Central Asia,Montenegro,2000
9871,Europe & Central Asia,Montenegro,2001
10019,Europe & Central Asia,Montenegro,2002
10228,Europe & Central Asia,Montenegro,2003
10659,Europe & Central Asia,Montenegro,2004
11090,Europe & Central Asia,Montenegro,2005
12025,Europe & Central Asia,Montenegro,2006
13288,Europe & Central Asia,Montenegro,2007
14183,Europe & Central Asia,Montenegro,2008
13352,Europe & Central Asia,Montenegro,2009
13656,Europe & Central Asia,Montenegro,2010
14082,Europe & Central Asia,Montenegro,2011
13712,Europe & Central Asia,Montenegro,2012
14156,Europe & Central Asia,Montenegro,2013
2040,Middle East & North Africa,Morocco,1964
2064,Middle East & North Africa,Morocco,1965
2130,Middle East & North Africa,Morocco,1966
2198,Middle East & North Africa,Morocco,1967
2267,Middle East & North Africa,Morocco,1968
2338,Middle East & North Africa,Morocco,1969
2411,Middle East & North Africa,Morocco,1970
2484,Middle East & North Africa,Morocco,1971
2492,Middle East & North Africa,Morocco,1972
2530,Middle East & North Africa,Morocco,1973
2616,Middle East & North Africa,Morocco,1974
2737,Middle East & North Africa,Morocco,1975
2979,Middle East & North Africa,Morocco,1976
3066,Middle East & North Africa,Morocco,1977
3096,Middle East & North Africa,Morocco,1978
3176,Middle East & North Africa,Morocco,1979
3402,Middle East & North Africa,Morocco,1980
3250,Middle East & North Africa,Morocco,1981
3502,Middle East & North Africa,Morocco,1982
3392,Middle East & North Africa,Morocco,1983
3443,Middle East & North Africa,Morocco,1984
3566,Middle East & North Africa,Morocco,1985
3750,Middle East & North Africa,Morocco,1986
3576,Middle East & North Africa,Morocco,1987
3849,Middle East & North Africa,Morocco,1988
3845,Middle East & North Africa,Morocco,1989
3901,Middle East & North Africa,Morocco,1990
4119,Middle East & North Africa,Morocco,1991
3930,Middle East & North Africa,Morocco,1992
3825,Middle East & North Africa,Morocco,1993
4197,Middle East & North Africa,Morocco,1994
3870,Middle East & North Africa,Morocco,1995
4325,Middle East & North Africa,Morocco,1996
4177,Middle East & North Africa,Morocco,1997
4448,Middle East & North Africa,Morocco,1998
4414,Middle East & North Africa,Morocco,1999
4430,Middle East & North Africa,Morocco,2000
4710,Middle East & North Africa,Morocco,2001
4815,Middle East & North Africa,Morocco,2002
5067,Middle East & North Africa,Morocco,2003
5259,Middle East & North Africa,Morocco,2004
5363,Middle East & North Africa,Morocco,2005
5725,Middle East & North Africa,Morocco,2006
5825,Middle East & North Africa,Morocco,2007
6091,Middle East & North Africa,Morocco,2008
6313,Middle East & North Africa,Morocco,2009
6466,Middle East & North Africa,Morocco,2010
6698,Middle East & North Africa,Morocco,2011
6777,Middle East & North Africa,Morocco,2012
6967,Middle East & North Africa,Morocco,2013
540,Sub-Saharan Africa,Mozambique,1964
542,Sub-Saharan Africa,Mozambique,1965
548,Sub-Saharan Africa,Mozambique,1966
573,Sub-Saharan Africa,Mozambique,1967
623,Sub-Saharan Africa,Mozambique,1968
682,Sub-Saharan Africa,Mozambique,1969
703,Sub-Saharan Africa,Mozambique,1970
734,Sub-Saharan Africa,Mozambique,1971
738,Sub-Saharan Africa,Mozambique,1972
759,Sub-Saharan Africa,Mozambique,1973
683,Sub-Saharan Africa,Mozambique,1974
570,Sub-Saharan Africa,Mozambique,1975
527,Sub-Saharan Africa,Mozambique,1976
515,Sub-Saharan Africa,Mozambique,1977
504,Sub-Saharan Africa,Mozambique,1978
496,Sub-Saharan Africa,Mozambique,1979
499,Sub-Saharan Africa,Mozambique,1980
498,Sub-Saharan Africa,Mozambique,1981
477,Sub-Saharan Africa,Mozambique,1982
437,Sub-Saharan Africa,Mozambique,1983
420,Sub-Saharan Africa,Mozambique,1984
379,Sub-Saharan Africa,Mozambique,1985
383,Sub-Saharan Africa,Mozambique,1986
405,Sub-Saharan Africa,Mozambique,1987
441,Sub-Saharan Africa,Mozambique,1988
461,Sub-Saharan Africa,Mozambique,1989
462,Sub-Saharan Africa,Mozambique,1990
473,Sub-Saharan Africa,Mozambique,1991
435,Sub-Saharan Africa,Mozambique,1992
455,Sub-Saharan Africa,Mozambique,1993
468,Sub-Saharan Africa,Mozambique,1994
465,Sub-Saharan Africa,Mozambique,1995
485,Sub-Saharan Africa,Mozambique,1996
520,Sub-Saharan Africa,Mozambique,1997
562,Sub-Saharan Africa,Mozambique,1998
592,Sub-Saharan Africa,Mozambique,1999
583,Sub-Saharan Africa,Mozambique,2000
634,Sub-Saharan Africa,Mozambique,2001
671,Sub-Saharan Africa,Mozambique,2002
692,Sub-Saharan Africa,Mozambique,2003
732,Sub-Saharan Africa,Mozambique,2004
774,Sub-Saharan Africa,Mozambique,2005
801,Sub-Saharan Africa,Mozambique,2006
835,Sub-Saharan Africa,Mozambique,2007
864,Sub-Saharan Africa,Mozambique,2008
893,Sub-Saharan Africa,Mozambique,2009
930,Sub-Saharan Africa,Mozambique,2010
974,Sub-Saharan Africa,Mozambique,2011
1017,Sub-Saharan Africa,Mozambique,2012
1064,Sub-Saharan Africa,Mozambique,2013
1358,East Asia & Pacific,Myanmar,1964
1371,East Asia & Pacific,Myanmar,1965
1292,East Asia & Pacific,Myanmar,1966
1306,East Asia & Pacific,Myanmar,1967
1369,East Asia & Pacific,Myanmar,1968
1401,East Asia & Pacific,Myanmar,1969
1438,East Asia & Pacific,Myanmar,1970
1458,East Asia & Pacific,Myanmar,1971
1441,East Asia & Pacific,Myanmar,1972
1409,East Asia & Pacific,Myanmar,1973
1456,East Asia & Pacific,Myanmar,1974
1490,East Asia & Pacific,Myanmar,1975
1554,East Asia & Pacific,Myanmar,1976
1620,East Asia & Pacific,Myanmar,1977
1700,East Asia & Pacific,Myanmar,1978
1751,East Asia & Pacific,Myanmar,1979
1864,East Asia & Pacific,Myanmar,1980
1935,East Asia & Pacific,Myanmar,1981
2002,East Asia & Pacific,Myanmar,1982
2050,East Asia & Pacific,Myanmar,1983
2110,East Asia & Pacific,Myanmar,1984
2131,East Asia & Pacific,Myanmar,1985
2072,East Asia & Pacific,Myanmar,1986
1956,East Asia & Pacific,Myanmar,1987
1709,East Asia & Pacific,Myanmar,1988
1749,East Asia & Pacific,Myanmar,1989
1775,East Asia & Pacific,Myanmar,1990
1741,East Asia & Pacific,Myanmar,1991
1784,East Asia & Pacific,Myanmar,1992
1809,East Asia & Pacific,Myanmar,1993
1839,East Asia & Pacific,Myanmar,1994
1868,East Asia & Pacific,Myanmar,1995
1895,East Asia & Pacific,Myanmar,1996
1919,East Asia & Pacific,Myanmar,1997
1944,East Asia & Pacific,Myanmar,1998
1998,East Asia & Pacific,Myanmar,1999
2069,East Asia & Pacific,Myanmar,2000
2129,East Asia & Pacific,Myanmar,2001
2196,East Asia & Pacific,Myanmar,2002
2276,East Asia & Pacific,Myanmar,2003
2351,East Asia & Pacific,Myanmar,2004
2339,East Asia & Pacific,Myanmar,2005
2593,East Asia & Pacific,Myanmar,2006
2846,East Asia & Pacific,Myanmar,2007
2891,East Asia & Pacific,Myanmar,2008
2979,East Asia & Pacific,Myanmar,2009
3077,East Asia & Pacific,Myanmar,2010
3181,East Asia & Pacific,Myanmar,2011
3346,East Asia & Pacific,Myanmar,2012
3526,East Asia & Pacific,Myanmar,2013
6254,Sub-Saharan Africa,Namibia,1964
6509,Sub-Saharan Africa,Namibia,1965
6590,Sub-Saharan Africa,Namibia,1966
6165,Sub-Saharan Africa,Namibia,1967
6060,Sub-Saharan Africa,Namibia,1968
6112,Sub-Saharan Africa,Namibia,1969
5981,Sub-Saharan Africa,Namibia,1970
5972,Sub-Saharan Africa,Namibia,1971
6106,Sub-Saharan Africa,Namibia,1972
6136,Sub-Saharan Africa,Namibia,1973
6182,Sub-Saharan Africa,Namibia,1974
6022,Sub-Saharan Africa,Namibia,1975
6124,Sub-Saharan Africa,Namibia,1976
6337,Sub-Saharan Africa,Namibia,1977
6619,Sub-Saharan Africa,Namibia,1978
6703,Sub-Saharan Africa,Namibia,1979
6824,Sub-Saharan Africa,Namibia,1980
6933,Sub-Saharan Africa,Namibia,1981
6871,Sub-Saharan Africa,Namibia,1982
6491,Sub-Saharan Africa,Namibia,1983
6219,Sub-Saharan Africa,Namibia,1984
6069,Sub-Saharan Africa,Namibia,1985
6077,Sub-Saharan Africa,Namibia,1986
6072,Sub-Saharan Africa,Namibia,1987
5961,Sub-Saharan Africa,Namibia,1988
6120,Sub-Saharan Africa,Namibia,1989
5717,Sub-Saharan Africa,Namibia,1990
5970,Sub-Saharan Africa,Namibia,1991
6198,Sub-Saharan Africa,Namibia,1992
5921,Sub-Saharan Africa,Namibia,1993
5850,Sub-Saharan Africa,Namibia,1994
5900,Sub-Saharan Africa,Namibia,1995
5906,Sub-Saharan Africa,Namibia,1996
5971,Sub-Saharan Africa,Namibia,1997
5991,Sub-Saharan Africa,Namibia,1998
6035,Sub-Saharan Africa,Namibia,1999
6111,Sub-Saharan Africa,Namibia,2000
6076,Sub-Saharan Africa,Namibia,2001
6279,Sub-Saharan Africa,Namibia,2002
6470,Sub-Saharan Africa,Namibia,2003
7184,Sub-Saharan Africa,Namibia,2004
7279,Sub-Saharan Africa,Namibia,2005
7696,Sub-Saharan Africa,Namibia,2006
8095,Sub-Saharan Africa,Namibia,2007
8169,Sub-Saharan Africa,Namibia,2008
8090,Sub-Saharan Africa,Namibia,2009
8433,Sub-Saharan Africa,Namibia,2010
8715,Sub-Saharan Africa,Namibia,2011
8995,Sub-Saharan Africa,Namibia,2012
9275,Sub-Saharan Africa,Namibia,2013
1002,South Asia,Nepal,1964
1007,South Asia,Nepal,1965
1057,South Asia,Nepal,1966
1020,South Asia,Nepal,1967
1007,South Asia,Nepal,1968
1031,South Asia,Nepal,1969
1036,South Asia,Nepal,1970
1002,South Asia,Nepal,1971
1010,South Asia,Nepal,1972
982,South Asia,Nepal,1973
1019,South Asia,Nepal,1974
1009,South Asia,Nepal,1975
1027,South Asia,Nepal,1976
1031,South Asia,Nepal,1977
1049,South Asia,Nepal,1978
1045,South Asia,Nepal,1979
994,South Asia,Nepal,1980
967,South Asia,Nepal,1981
1059,South Asia,Nepal,1982
1000,South Asia,Nepal,1983
1068,South Asia,Nepal,1984
1104,South Asia,Nepal,1985
1120,South Asia,Nepal,1986
1134,South Asia,Nepal,1987
1190,South Asia,Nepal,1988
1186,South Asia,Nepal,1989
1240,South Asia,Nepal,1990
1287,South Asia,Nepal,1991
1306,South Asia,Nepal,1992
1321,South Asia,Nepal,1993
1393,South Asia,Nepal,1994
1405,South Asia,Nepal,1995
1443,South Asia,Nepal,1996
1478,South Asia,Nepal,1997
1487,South Asia,Nepal,1998
1517,South Asia,Nepal,1999
1577,South Asia,Nepal,2000
1619,South Asia,Nepal,2001
1591,South Asia,Nepal,2002
1626,South Asia,Nepal,2003
1675,South Asia,Nepal,2004
1708,South Asia,Nepal,2005
1741,South Asia,Nepal,2006
1779,South Asia,Nepal,2007
1866,South Asia,Nepal,2008
1929,South Asia,Nepal,2009
1999,South Asia,Nepal,2010
2044,South Asia,Nepal,2011
2118,South Asia,Nepal,2012
2173,South Asia,Nepal,2013
15204,Europe & Central Asia,Netherlands,1964
15834,Europe & Central Asia,Netherlands,1965
16109,Europe & Central Asia,Netherlands,1966
16824,Europe & Central Asia,Netherlands,1967
17827,Europe & Central Asia,Netherlands,1968
18892,Europe & Central Asia,Netherlands,1969
19800,Europe & Central Asia,Netherlands,1970
20555,Europe & Central Asia,Netherlands,1971
21024,Europe & Central Asia,Netherlands,1972
22010,Europe & Central Asia,Netherlands,1973
22873,Europe & Central Asia,Netherlands,1974
22849,Europe & Central Asia,Netherlands,1975
23837,Europe & Central Asia,Netherlands,1976
24436,Europe & Central Asia,Netherlands,1977
25044,Europe & Central Asia,Netherlands,1978
25473,Europe & Central Asia,Netherlands,1979
25857,Europe & Central Asia,Netherlands,1980
25704,Europe & Central Asia,Netherlands,1981
25403,Europe & Central Asia,Netherlands,1982
25919,Europe & Central Asia,Netherlands,1983
26781,Europe & Central Asia,Netherlands,1984
27544,Europe & Central Asia,Netherlands,1985
28417,Europe & Central Asia,Netherlands,1986
28937,Europe & Central Asia,Netherlands,1987
29915,Europe & Central Asia,Netherlands,1988
31240,Europe & Central Asia,Netherlands,1989
32534,Europe & Central Asia,Netherlands,1990
33066,Europe & Central Asia,Netherlands,1991
33377,Europe & Central Asia,Netherlands,1992
33562,Europe & Central Asia,Netherlands,1993
34348,Europe & Central Asia,Netherlands,1994
35244,Europe & Central Asia,Netherlands,1995
36152,Europe & Central Asia,Netherlands,1996
37414,Europe & Central Asia,Netherlands,1997
38816,Europe & Central Asia,Netherlands,1998
40306,Europe & Central Asia,Netherlands,1999
41771,Europe & Central Asia,Netherlands,2000
42130,Europe & Central Asia,Netherlands,2001
41848,Europe & Central Asia,Netherlands,2002
41761,Europe & Central Asia,Netherlands,2003
42389,Europe & Central Asia,Netherlands,2004
43243,Europe & Central Asia,Netherlands,2005
44823,Europe & Central Asia,Netherlands,2006
46605,Europe & Central Asia,Netherlands,2007
47388,Europe & Central Asia,Netherlands,2008
45590,Europe & Central Asia,Netherlands,2009
45843,Europe & Central Asia,Netherlands,2010
46388,Europe & Central Asia,Netherlands,2011
45484,Europe & Central Asia,Netherlands,2012
45021,Europe & Central Asia,Netherlands,2013
17837,East Asia & Pacific,New Zealand,1964
18632,East Asia & Pacific,New Zealand,1965
19467,East Asia & Pacific,New Zealand,1966
18309,East Asia & Pacific,New Zealand,1967
18082,East Asia & Pacific,New Zealand,1968
19745,East Asia & Pacific,New Zealand,1969
19200,East Asia & Pacific,New Zealand,1970
19871,East Asia & Pacific,New Zealand,1971
20349,East Asia & Pacific,New Zealand,1972
21342,East Asia & Pacific,New Zealand,1973
22131,East Asia & Pacific,New Zealand,1974
21467,East Asia & Pacific,New Zealand,1975
21749,East Asia & Pacific,New Zealand,1976
20623,East Asia & Pacific,New Zealand,1977
20707,East Asia & Pacific,New Zealand,1978
21144,East Asia & Pacific,New Zealand,1979
21259,East Asia & Pacific,New Zealand,1980
22191,East Asia & Pacific,New Zealand,1981
22436,East Asia & Pacific,New Zealand,1982
22808,East Asia & Pacific,New Zealand,1983
23698,East Asia & Pacific,New Zealand,1984
23750,East Asia & Pacific,New Zealand,1985
24180,East Asia & Pacific,New Zealand,1986
24222,East Asia & Pacific,New Zealand,1987
24060,East Asia & Pacific,New Zealand,1988
24206,East Asia & Pacific,New Zealand,1989
24021,East Asia & Pacific,New Zealand,1990
22636,East Asia & Pacific,New Zealand,1991
22651,East Asia & Pacific,New Zealand,1992
23830,East Asia & Pacific,New Zealand,1993
24716,East Asia & Pacific,New Zealand,1994
25476,East Asia & Pacific,New Zealand,1995
25984,East Asia & Pacific,New Zealand,1996
26152,East Asia & Pacific,New Zealand,1997
26077,East Asia & Pacific,New Zealand,1998
27371,East Asia & Pacific,New Zealand,1999
27963,East Asia & Pacific,New Zealand,2000
28752,East Asia & Pacific,New Zealand,2001
29637,East Asia & Pacific,New Zealand,2002
30404,East Asia & Pacific,New Zealand,2003
31098,East Asia & Pacific,New Zealand,2004
31798,East Asia & Pacific,New Zealand,2005
32281,East Asia & Pacific,New Zealand,2006
32928,East Asia & Pacific,New Zealand,2007
32122,East Asia & Pacific,New Zealand,2008
31723,East Asia & Pacific,New Zealand,2009
31824,East Asia & Pacific,New Zealand,2010
32283,East Asia & Pacific,New Zealand,2011
32806,East Asia & Pacific,New Zealand,2012
33360,East Asia & Pacific,New Zealand,2013
5559,America,Nicaragua,1964
5892,America,Nicaragua,1965
5890,America,Nicaragua,1966
6097,America,Nicaragua,1967
5981,America,Nicaragua,1968
6173,America,Nicaragua,1969
6031,America,Nicaragua,1970
6120,America,Nicaragua,1971
6128,America,Nicaragua,1972
6249,America,Nicaragua,1973
6914,America,Nicaragua,1974
6680,America,Nicaragua,1975
6796,America,Nicaragua,1976
7137,America,Nicaragua,1977
6433,America,Nicaragua,1978
4575,America,Nicaragua,1979
4577,America,Nicaragua,1980
4658,America,Nicaragua,1981
4493,America,Nicaragua,1982
4593,America,Nicaragua,1983
4390,America,Nicaragua,1984
4112,America,Nicaragua,1985
3934,America,Nicaragua,1986
3808,America,Nicaragua,1987
3295,America,Nicaragua,1988
3159,America,Nicaragua,1989
3025,America,Nicaragua,1990
2948,America,Nicaragua,1991
2888,America,Nicaragua,1992
2807,America,Nicaragua,1993
2833,America,Nicaragua,1994
2934,America,Nicaragua,1995
3057,America,Nicaragua,1996
3117,America,Nicaragua,1997
3175,America,Nicaragua,1998
3342,America,Nicaragua,1999
3424,America,Nicaragua,2000
3474,America,Nicaragua,2001
3452,America,Nicaragua,2002
3493,America,Nicaragua,2003
3632,America,Nicaragua,2004
3740,America,Nicaragua,2005
3846,America,Nicaragua,2006
3998,America,Nicaragua,2007
4060,America,Nicaragua,2008
3896,America,Nicaragua,2009
3966,America,Nicaragua,2010
4154,America,Nicaragua,2011
4304,America,Nicaragua,2012
4432,America,Nicaragua,2013
1437,Sub-Saharan Africa,Niger,1964
1517,Sub-Saharan Africa,Niger,1965
1469,Sub-Saharan Africa,Niger,1966
1448,Sub-Saharan Africa,Niger,1967
1432,Sub-Saharan Africa,Niger,1968
1362,Sub-Saharan Africa,Niger,1969
1376,Sub-Saharan Africa,Niger,1970
1426,Sub-Saharan Africa,Niger,1971
1325,Sub-Saharan Africa,Niger,1972
1077,Sub-Saharan Africa,Niger,1973
1148,Sub-Saharan Africa,Niger,1974
1093,Sub-Saharan Africa,Niger,1975
1077,Sub-Saharan Africa,Niger,1976
1135,Sub-Saharan Africa,Niger,1977
1260,Sub-Saharan Africa,Niger,1978
1320,Sub-Saharan Africa,Niger,1979
1353,Sub-Saharan Africa,Niger,1980
1337,Sub-Saharan Africa,Niger,1981
1291,Sub-Saharan Africa,Niger,1982
1237,Sub-Saharan Africa,Niger,1983
1004,Sub-Saharan Africa,Niger,1984
997,Sub-Saharan Africa,Niger,1985
1018,Sub-Saharan Africa,Niger,1986
958,Sub-Saharan Africa,Niger,1987
988,Sub-Saharan Africa,Niger,1988
965,Sub-Saharan Africa,Niger,1989
924,Sub-Saharan Africa,Niger,1990
918,Sub-Saharan Africa,Niger,1991
830,Sub-Saharan Africa,Niger,1992
814,Sub-Saharan Africa,Niger,1993
818,Sub-Saharan Africa,Niger,1994
811,Sub-Saharan Africa,Niger,1995
809,Sub-Saharan Africa,Niger,1996
802,Sub-Saharan Africa,Niger,1997
854,Sub-Saharan Africa,Niger,1998
819,Sub-Saharan Africa,Niger,1999
778,Sub-Saharan Africa,Niger,2000
804,Sub-Saharan Africa,Niger,2001
798,Sub-Saharan Africa,Niger,2002
811,Sub-Saharan Africa,Niger,2003
782,Sub-Saharan Africa,Niger,2004
788,Sub-Saharan Africa,Niger,2005
804,Sub-Saharan Africa,Niger,2006
799,Sub-Saharan Africa,Niger,2007
843,Sub-Saharan Africa,Niger,2008
806,Sub-Saharan Africa,Niger,2009
841,Sub-Saharan Africa,Niger,2010
828,Sub-Saharan Africa,Niger,2011
891,Sub-Saharan Africa,Niger,2012
897,Sub-Saharan Africa,Niger,2013
3803,Sub-Saharan Africa,Nigeria,1964
3524,Sub-Saharan Africa,Nigeria,1965
3252,Sub-Saharan Africa,Nigeria,1966
2666,Sub-Saharan Africa,Nigeria,1967
2610,Sub-Saharan Africa,Nigeria,1968
2988,Sub-Saharan Africa,Nigeria,1969
3483,Sub-Saharan Africa,Nigeria,1970
3889,Sub-Saharan Africa,Nigeria,1971
3928,Sub-Saharan Africa,Nigeria,1972
4042,Sub-Saharan Africa,Nigeria,1973
4381,Sub-Saharan Africa,Nigeria,1974
4044,Sub-Saharan Africa,Nigeria,1975
4288,Sub-Saharan Africa,Nigeria,1976
4415,Sub-Saharan Africa,Nigeria,1977
4040,Sub-Saharan Africa,Nigeria,1978
4192,Sub-Saharan Africa,Nigeria,1979
4250,Sub-Saharan Africa,Nigeria,1980
3598,Sub-Saharan Africa,Nigeria,1981
3474,Sub-Saharan Africa,Nigeria,1982
3221,Sub-Saharan Africa,Nigeria,1983
3081,Sub-Saharan Africa,Nigeria,1984
3258,Sub-Saharan Africa,Nigeria,1985
2901,Sub-Saharan Africa,Nigeria,1986
2526,Sub-Saharan Africa,Nigeria,1987
2650,Sub-Saharan Africa,Nigeria,1988
2753,Sub-Saharan Africa,Nigeria,1989
3030,Sub-Saharan Africa,Nigeria,1990
2936,Sub-Saharan Africa,Nigeria,1991
2875,Sub-Saharan Africa,Nigeria,1992
2863,Sub-Saharan Africa,Nigeria,1993
2817,Sub-Saharan Africa,Nigeria,1994
2740,Sub-Saharan Africa,Nigeria,1995
2805,Sub-Saharan Africa,Nigeria,1996
2813,Sub-Saharan Africa,Nigeria,1997
2818,Sub-Saharan Africa,Nigeria,1998
2761,Sub-Saharan Africa,Nigeria,1999
2836,Sub-Saharan Africa,Nigeria,2000
2888,Sub-Saharan Africa,Nigeria,2001
2922,Sub-Saharan Africa,Nigeria,2002
3144,Sub-Saharan Africa,Nigeria,2003
4098,Sub-Saharan Africa,Nigeria,2004
4130,Sub-Saharan Africa,Nigeria,2005
4353,Sub-Saharan Africa,Nigeria,2006
