Country,Year,child_mortality,region
Lesotho,1978,135,Sub-Saharan Africa
Lesotho,1979,128.7,Sub-Saharan Africa
Lesotho,1980,122.6,Sub-Saharan Africa
Lesotho,1981,116.7,Sub-Saharan Africa
Lesotho,1982,111.1,Sub-Saharan Africa
Lesotho,1983,105.9,Sub-Saharan Africa
Lesotho,1984,101.3,Sub-Saharan Africa
Lesotho,1985,97.2,Sub-Saharan Africa
Lesotho,1986,93.6,Sub-Saharan Africa
Lesotho,1987,90.4,Sub-Saharan Africa
Lesotho,1988,87.7,Sub-Saharan Africa
Lesotho,1989,85.4,Sub-Saharan Africa
Lesotho,1990,83.7,Sub-Saharan Africa
Lesotho,1991,82.8,Sub-Saharan Africa
Lesotho,1992,82.9,Sub-Saharan Africa
Lesotho,1993,84,Sub-Saharan Africa
Lesotho,1994,86.4,Sub-Saharan Africa
Lesotho,1995,89.6,Sub-Saharan Africa
Lesotho,1996,93,Sub-Saharan Africa
Lesotho,1997,96.4,Sub-Saharan Africa
Lesotho,1998,99.8,Sub-Saharan Africa
Lesotho,1999,102.9,Sub-Saharan Africa
Lesotho,2000,106,Sub-Saharan Africa
Lesotho,2001,108.6,Sub-Saharan Africa
Lesotho,2002,111.2,Sub-Saharan Africa
Lesotho,2003,113.8,Sub-Saharan Africa
Lesotho,2004,115.8,Sub-Saharan Africa
Lesotho,2005,117.3,Sub-Saharan Africa
Lesotho,2006,118.3,Sub-Saharan Africa
Lesotho,2007,115.6,Sub-Saharan Africa
Lesotho,2008,114.2,Sub-Saharan Africa
Lesotho,2009,105.7,Sub-Saharan Africa
Lesotho,2010,101.5,Sub-Saharan Africa
Lesotho,2011,98.5,Sub-Saharan Africa
Lesotho,2012,97.5,Sub-Saharan Africa
Lesotho,2013,98.9,Sub-Saharan Africa
Liberia,1964,311.7,Sub-Saharan Africa
Liberia,1965,308.8,Sub-Saharan Africa
Liberia,1966,305.6,Sub-Saharan Africa
Liberia,1967,301.4,Sub-Saharan Africa
Liberia,1968,296.8,Sub-Saharan Africa
Liberia,1969,291.6,Sub-Saharan Africa
Liberia,1970,286.3,Sub-Saharan Africa
Liberia,1971,281.2,Sub-Saharan Africa
Liberia,1972,276.2,Sub-Saharan Africa
Liberia,1973,271.3,Sub-Saharan Africa
Liberia,1974,266.1,Sub-Saharan Africa
Liberia,1975,261.2,Sub-Saharan Africa
Liberia,1976,256.8,Sub-Saharan Africa
Liberia,1977,252.3,Sub-Saharan Africa
Liberia,1978,248.4,Sub-Saharan Africa
Liberia,1979,244.6,Sub-Saharan Africa
Liberia,1980,241.1,Sub-Saharan Africa
Liberia,1981,238,Sub-Saharan Africa
Liberia,1982,235.6,Sub-Saharan Africa
Liberia,1983,234,Sub-Saharan Africa
Liberia,1984,233.7,Sub-Saharan Africa
Liberia,1985,235,Sub-Saharan Africa
Liberia,1986,237.8,Sub-Saharan Africa
Liberia,1987,242.1,Sub-Saharan Africa
Liberia,1988,246.9,Sub-Saharan Africa
Liberia,1989,251.5,Sub-Saharan Africa
Liberia,1990,255,Sub-Saharan Africa
Liberia,1991,256.7,Sub-Saharan Africa
Liberia,1992,255.4,Sub-Saharan Africa
Liberia,1993,251.6,Sub-Saharan Africa
Liberia,1994,245.5,Sub-Saharan Africa
Liberia,1995,237.4,Sub-Saharan Africa
Liberia,1996,227.7,Sub-Saharan Africa
Liberia,1997,217.1,Sub-Saharan Africa
Liberia,1998,205.8,Sub-Saharan Africa
Liberia,1999,193.9,Sub-Saharan Africa
Liberia,2000,181.8,Sub-Saharan Africa
Liberia,2001,169.7,Sub-Saharan Africa
Liberia,2002,157.6,Sub-Saharan Africa
Liberia,2003,145.9,Sub-Saharan Africa
Liberia,2004,134.8,Sub-Saharan Africa
Liberia,2005,124.7,Sub-Saharan Africa
Liberia,2006,115.7,Sub-Saharan Africa
Liberia,2007,107.8,Sub-Saharan Africa
Liberia,2008,100.9,Sub-Saharan Africa
Liberia,2009,94.7,Sub-Saharan Africa
Liberia,2010,89.3,Sub-Saharan Africa
Liberia,2011,84.5,Sub-Saharan Africa
Liberia,2012,80.3,Sub-Saharan Africa
Liberia,2013,76.3,Sub-Saharan Africa
Libya,1964,215.2,Middle East & North Africa
Libya,1965,200.6,Middle East & North Africa
Libya,1966,186.6,Middle East & North Africa
Libya,1967,173.2,Middle East & North Africa
Libya,1968,160.5,Middle East & North Africa
Libya,1969,148.7,Middle East & North Africa
Libya,1970,137.8,Middle East & North Africa
Libya,1971,127.6,Middle East & North Africa
Libya,1972,118.3,Middle East & North Africa
Libya,1973,109.9,Middle East & North Africa
Libya,1974,102.3,Middle East & North Africa
Libya,1975,95.5,Middle East & North Africa
Libya,1976,89.4,Middle East & North Africa
Libya,1977,84,Middle East & North Africa
Libya,1978,79.1,Middle East & North Africa
Libya,1979,74.8,Middle East & North Africa
Libya,1980,70.8,Middle East & North Africa
Libya,1981,67.2,Middle East & North Africa
Libya,1982,63.7,Middle East & North Africa
Libya,1983,60.5,Middle East & North Africa
Libya,1984,57.3,Middle East & North Africa
Libya,1985,54.4,Middle East & North Africa
Libya,1986,51.6,Middle East & North Africa
Libya,1987,48.9,Middle East & North Africa
Libya,1988,46.3,Middle East & North Africa
Libya,1989,43.9,Middle East & North Africa
Libya,1990,41.6,Middle East & North Africa
Libya,1991,39.5,Middle East & North Africa
Libya,1992,37.6,Middle East & North Africa
Libya,1993,35.9,Middle East & North Africa
Libya,1994,34.4,Middle East & North Africa
Libya,1995,33.1,Middle East & North Africa
Libya,1996,31.9,Middle East & North Africa
Libya,1997,30.8,Middle East & North Africa
Libya,1998,29.9,Middle East & North Africa
Libya,1999,29,Middle East & North Africa
Libya,2000,28.1,Middle East & North Africa
Libya,2001,27.3,Middle East & North Africa
Libya,2002,26.5,Middle East & North Africa
Libya,2003,25.5,Middle East & North Africa
Libya,2004,24.4,Middle East & North Africa
Libya,2005,23.1,Middle East & North Africa
Libya,2006,21.7,Middle East & North Africa
Libya,2007,20.2,Middle East & North Africa
Libya,2008,18.8,Middle East & North Africa
Libya,2009,17.6,Middle East & North Africa
Libya,2010,16.6,Middle East & North Africa
Libya,2011,17.6,Middle East & North Africa
Libya,2012,15.1,Middle East & North Africa
Libya,2013,14.5,Middle East & North Africa
Lithuania,1964,37.22,Europe & Central Asia
Lithuania,1965,32.28,Europe & Central Asia
Lithuania,1966,30.33,Europe & Central Asia
Lithuania,1967,29.9,Europe & Central Asia
Lithuania,1968,28.9,Europe & Central Asia
Lithuania,1969,27.4,Europe & Central Asia
Lithuania,1970,25.4,Europe & Central Asia
Lithuania,1971,23.5,Europe & Central Asia
Lithuania,1972,22.8,Europe & Central Asia
Lithuania,1973,23.5,Europe & Central Asia
Lithuania,1974,24.6,Europe & Central Asia
Lithuania,1975,25.1,Europe & Central Asia
Lithuania,1976,24.9,Europe & Central Asia
Lithuania,1977,24.4,Europe & Central Asia
Lithuania,1978,23.9,Europe & Central Asia
Lithuania,1979,23.3,Europe & Central Asia
Lithuania,1980,22.5,Europe & Central Asia
Lithuania,1981,21.8,Europe & Central Asia
Lithuania,1982,21.2,Europe & Central Asia
Lithuania,1983,20.6,Europe & Central Asia
Lithuania,1984,20,Europe & Central Asia
Lithuania,1985,19.1,Europe & Central Asia
Lithuania,1986,18,Europe & Central Asia
Lithuania,1987,16.8,Europe & Central Asia
Lithuania,1988,15.8,Europe & Central Asia
Lithuania,1989,15.5,Europe & Central Asia
Lithuania,1990,16.5,Europe & Central Asia
Lithuania,1991,18.4,Europe & Central Asia
Lithuania,1992,19.8,Europe & Central Asia
Lithuania,1993,19.7,Europe & Central Asia
Lithuania,1994,18.4,Europe & Central Asia
Lithuania,1995,16.6,Europe & Central Asia
Lithuania,1996,14.8,Europe & Central Asia
Lithuania,1997,13.5,Europe & Central Asia
Lithuania,1998,12.8,Europe & Central Asia
Lithuania,1999,12.3,Europe & Central Asia
Lithuania,2000,11.8,Europe & Central Asia
Lithuania,2001,11.3,Europe & Central Asia
Lithuania,2002,10.9,Europe & Central Asia
Lithuania,2003,10.6,Europe & Central Asia
Lithuania,2004,10.3,Europe & Central Asia
Lithuania,2005,9.9,Europe & Central Asia
Lithuania,2006,9.4,Europe & Central Asia
Lithuania,2007,8.8,Europe & Central Asia
Lithuania,2008,8.2,Europe & Central Asia
Lithuania,2009,7.4,Europe & Central Asia
Lithuania,2010,6.8,Europe & Central Asia
Lithuania,2011,6.1,Europe & Central Asia
Lithuania,2012,5.5,Europe & Central Asia
Lithuania,2013,4.9,Europe & Central Asia
Luxembourg,1964,29.2,Europe & Central Asia
Luxembourg,1965,28.1,Europe & Central Asia
Luxembourg,1966,27,Europe & Central Asia
Luxembourg,1967,25.9,Europe & Central Asia
Luxembourg,1968,24.7,Europe & Central Asia
Luxembourg,1969,23.6,Europe & Central Asia
Luxembourg,1970,22.4,Europe & Central Asia
Luxembourg,1971,21.1,Europe & Central Asia
Luxembourg,1972,20,Europe & Central Asia
Luxembourg,1973,18.8,Europe & Central Asia
Luxembourg,1974,17.7,Europe & Central Asia
Luxembourg,1975,16.7,Europe & Central Asia
Luxembourg,1976,15.8,Europe & Central Asia
Luxembourg,1977,15.1,Europe & Central Asia
Luxembourg,1978,14.4,Europe & Central Asia
Luxembourg,1979,13.8,Europe & Central Asia
Luxembourg,1980,13.3,Europe & Central Asia
Luxembourg,1981,12.9,Europe & Central Asia
Luxembourg,1982,12.5,Europe & Central Asia
Luxembourg,1983,12,Europe & Central Asia
Luxembourg,1984,11.6,Europe & Central Asia
Luxembourg,1985,11.2,Europe & Central Asia
Luxembourg,1986,10.7,Europe & Central Asia
Luxembourg,1987,10.2,Europe & Central Asia
Luxembourg,1988,9.8,Europe & Central Asia
Luxembourg,1989,9.3,Europe & Central Asia
Luxembourg,1990,8.8,Europe & Central Asia
Luxembourg,1991,8.3,Europe & Central Asia
Luxembourg,1992,7.7,Europe & Central Asia
Luxembourg,1993,7.3,Europe & Central Asia
Luxembourg,1994,6.8,Europe & Central Asia
Luxembourg,1995,6.4,Europe & Central Asia
Luxembourg,1996,6,Europe & Central Asia
Luxembourg,1997,5.7,Europe & Central Asia
Luxembourg,1998,5.4,Europe & Central Asia
Luxembourg,1999,5.1,Europe & Central Asia
Luxembourg,2000,4.8,Europe & Central Asia
Luxembourg,2001,4.6,Europe & Central Asia
Luxembourg,2002,4.3,Europe & Central Asia
Luxembourg,2003,4.1,Europe & Central Asia
Luxembourg,2004,3.8,Europe & Central Asia
Luxembourg,2005,3.5,Europe & Central Asia
Luxembourg,2006,3.3,Europe & Central Asia
Luxembourg,2007,3,Europe & Central Asia
Luxembourg,2008,2.8,Europe & Central Asia
Luxembourg,2009,2.6,Europe & Central Asia
Luxembourg,2010,2.4,Europe & Central Asia
Luxembourg,2011,2.3,Europe & Central Asia
Luxembourg,2012,2.1,Europe & Central Asia
Luxembourg,2013,2,Europe & Central Asia
"Macao, China",1980,25.41,East Asia & Pacific
"Macao, China",1981,24.24,East Asia & Pacific
"Macao, China",1982,23.12,East Asia & Pacific
"Macao, China",1983,22.05,East Asia & Pacific
"Macao, China",1984,21.03,East Asia & Pacific
"Macao, China",1985,20.05,East Asia & Pacific
"Macao, China",1986,19.12,East Asia & Pacific
"Macao, China",1987,18.23,East Asia & Pacific
"Macao, China",1988,17.39,East Asia & Pacific
"Macao, China",1989,16.58,East Asia & Pacific
"Macao, China",1990,15.81,East Asia & Pacific
"Macao, China",1991,15.08,East Asia & Pacific
"Macao, China",1992,14.37,East Asia & Pacific
"Macao, China",1993,13.71,East Asia & Pacific
"Macao, China",1994,13.07,East Asia & Pacific
"Macao, China",1995,12.46,East Asia & Pacific
"Macao, China",1996,11.88,East Asia & Pacific
"Macao, China",1997,11.33,East Asia & Pacific
"Macao, China",1998,10.8,East Asia & Pacific
"Macao, China",1999,10.3,East Asia & Pacific
"Macao, China",2000,9.82,East Asia & Pacific
"Macao, China",2001,9.36,East Asia & Pacific
"Macao, China",2002,8.92,East Asia & Pacific
"Macao, China",2003,8.51,East Asia & Pacific
"Macao, China",2004,8.11,East Asia & Pacific
"Macao, China",2005,7.73,East Asia & Pacific
"Macao, China",2006,7.37,East Asia & Pacific
"Macao, China",2007,7.04,East Asia & Pacific
"Macao, China",2008,6.72,East Asia & Pacific
"Macao, China",2009,6.42,East Asia & Pacific
"Macao, China",2010,6.14,East Asia & Pacific
"Macao, China",2011,5.86,East Asia & Pacific
"Macao, China",2012,5.59,East Asia & Pacific
"Macao, China",2013,5.33,East Asia & Pacific
"Macedonia, FYR",1964,157.45,Europe & Central Asia
"Macedonia, FYR",1965,150.94,Europe & Central Asia
"Macedonia, FYR",1966,144.7,Europe & Central Asia
"Macedonia, FYR",1967,138.72,Europe & Central Asia
"Macedonia, FYR",1968,132.98,Europe & Central Asia
"Macedonia, FYR",1969,127.48,Europe & Central Asia
"Macedonia, FYR",1970,122.21,Europe & Central Asia
"Macedonia, FYR",1971,113.94,Europe & Central Asia
"Macedonia, FYR",1972,106.22,Europe & Central Asia
"Macedonia, FYR",1973,99.02,Europe & Central Asia
"Macedonia, FYR",1974,92.32,Europe & Central Asia
"Macedonia, FYR",1975,86.06,Europe & Central Asia
"Macedonia, FYR",1976,80.23,Europe & Central Asia
"Macedonia, FYR",1977,74.8,Europe & Central Asia
"Macedonia, FYR",1978,69.73,Europe & Central Asia
"Macedonia, FYR",1979,65.01,Europe & Central Asia
"Macedonia, FYR",1980,61.99,Europe & Central Asia
"Macedonia, FYR",1981,56.5,Europe & Central Asia
"Macedonia, FYR",1982,55,Europe & Central Asia
"Macedonia, FYR",1983,53,Europe & Central Asia
"Macedonia, FYR",1984,50.8,Europe & Central Asia
"Macedonia, FYR",1985,49.5,Europe & Central Asia
"Macedonia, FYR",1986,48.8,Europe & Central Asia
"Macedonia, FYR",1987,47.3,Europe & Central Asia
"Macedonia, FYR",1988,43.9,Europe & Central Asia
"Macedonia, FYR",1989,39.7,Europe & Central Asia
"Macedonia, FYR",1990,36.6,Europe & Central Asia
"Macedonia, FYR",1991,35,Europe & Central Asia
"Macedonia, FYR",1992,33.5,Europe & Central Asia
"Macedonia, FYR",1993,31.1,Europe & Central Asia
"Macedonia, FYR",1994,27.8,Europe & Central Asia
"Macedonia, FYR",1995,24.6,Europe & Central Asia
"Macedonia, FYR",1996,21.8,Europe & Central Asia
"Macedonia, FYR",1997,19.6,Europe & Central Asia
"Macedonia, FYR",1998,18.1,Europe & Central Asia
"Macedonia, FYR",1999,16.9,Europe & Central Asia
"Macedonia, FYR",2000,16,Europe & Central Asia
"Macedonia, FYR",2001,15.2,Europe & Central Asia
"Macedonia, FYR",2002,14.5,Europe & Central Asia
"Macedonia, FYR",2003,14.2,Europe & Central Asia
"Macedonia, FYR",2004,14,Europe & Central Asia
"Macedonia, FYR",2005,13.7,Europe & Central Asia
"Macedonia, FYR",2006,13.2,Europe & Central Asia
"Macedonia, FYR",2007,12.5,Europe & Central Asia
"Macedonia, FYR",2008,11.8,Europe & Central Asia
"Macedonia, FYR",2009,11,Europe & Central Asia
"Macedonia, FYR",2010,9.9,Europe & Central Asia
"Macedonia, FYR",2011,8.6,Europe & Central Asia
"Macedonia, FYR",2012,7.4,Europe & Central Asia
"Macedonia, FYR",2013,6.6,Europe & Central Asia
Madagascar,1964,174.04,Sub-Saharan Africa
Madagascar,1965,165.47,Sub-Saharan Africa
Madagascar,1966,159.77,Sub-Saharan Africa
Madagascar,1967,153.95,Sub-Saharan Africa
Madagascar,1968,148.6,Sub-Saharan Africa
Madagascar,1969,150.2,Sub-Saharan Africa
Madagascar,1970,151.9,Sub-Saharan Africa
Madagascar,1971,153.7,Sub-Saharan Africa
Madagascar,1972,155.7,Sub-Saharan Africa
Madagascar,1973,158.2,Sub-Saharan Africa
Madagascar,1974,161,Sub-Saharan Africa
Madagascar,1975,163.5,Sub-Saharan Africa
Madagascar,1976,165.9,Sub-Saharan Africa
Madagascar,1977,168,Sub-Saharan Africa
Madagascar,1978,170.1,Sub-Saharan Africa
Madagascar,1979,172.2,Sub-Saharan Africa
Madagascar,1980,174.6,Sub-Saharan Africa
Madagascar,1981,177.6,Sub-Saharan Africa
Madagascar,1982,180.3,Sub-Saharan Africa
Madagascar,1983,182.4,Sub-Saharan Africa
Madagascar,1984,183.1,Sub-Saharan Africa
Madagascar,1985,182.4,Sub-Saharan Africa
Madagascar,1986,180.1,Sub-Saharan Africa
Madagascar,1987,176.5,Sub-Saharan Africa
Madagascar,1988,171.7,Sub-Saharan Africa
Madagascar,1989,166.2,Sub-Saharan Africa
Madagascar,1990,160.7,Sub-Saharan Africa
Madagascar,1991,155.8,Sub-Saharan Africa
Madagascar,1992,151.3,Sub-Saharan Africa
Madagascar,1993,147.1,Sub-Saharan Africa
Madagascar,1994,142.9,Sub-Saharan Africa
Madagascar,1995,138.4,Sub-Saharan Africa
Madagascar,1996,133.4,Sub-Saharan Africa
Madagascar,1997,127.7,Sub-Saharan Africa
Madagascar,1998,121.7,Sub-Saharan Africa
Madagascar,1999,115.5,Sub-Saharan Africa
Madagascar,2000,109.2,Sub-Saharan Africa
Madagascar,2001,103.1,Sub-Saharan Africa
Madagascar,2002,97.2,Sub-Saharan Africa
Madagascar,2003,91.5,Sub-Saharan Africa
Madagascar,2004,85.9,Sub-Saharan Africa
Madagascar,2005,80.6,Sub-Saharan Africa
Madagascar,2006,75.4,Sub-Saharan Africa
Madagascar,2007,70.8,Sub-Saharan Africa
Madagascar,2008,66.7,Sub-Saharan Africa
Madagascar,2009,63.3,Sub-Saharan Africa
Madagascar,2010,60.3,Sub-Saharan Africa
Madagascar,2011,57.8,Sub-Saharan Africa
Madagascar,2012,55.5,Sub-Saharan Africa
Madagascar,2013,53.4,Sub-Saharan Africa
Malawi,1964,355.2,Sub-Saharan Africa
Malawi,1965,353.5,Sub-Saharan Africa
Malawi,1966,351.4,Sub-Saharan Africa
Malawi,1967,350.1,Sub-Saharan Africa
Malawi,1968,348.3,Sub-Saharan Africa
Malawi,1969,345.8,Sub-Saharan Africa
Malawi,1970,342,Sub-Saharan Africa
Malawi,1971,336.9,Sub-Saharan Africa
Malawi,1972,330.3,Sub-Saharan Africa
Malawi,1973,322.7,Sub-Saharan Africa
Malawi,1974,314.5,Sub-Saharan Africa
Malawi,1975,305.8,Sub-Saharan Africa
Malawi,1976,296.4,Sub-Saharan Africa
Malawi,1977,286.3,Sub-Saharan Africa
Malawi,1978,275.9,Sub-Saharan Africa
Malawi,1979,265.4,Sub-Saharan Africa
Malawi,1980,256.6,Sub-Saharan Africa
Malawi,1981,249.4,Sub-Saharan Africa
Malawi,1982,245,Sub-Saharan Africa
Malawi,1983,243.7,Sub-Saharan Africa
Malawi,1984,245.2,Sub-Saharan Africa
Malawi,1985,248.2,Sub-Saharan Africa
Malawi,1986,250.4,Sub-Saharan Africa
Malawi,1987,250.2,Sub-Saharan Africa
Malawi,1988,247.4,Sub-Saharan Africa
Malawi,1989,242.5,Sub-Saharan Africa
Malawi,1990,235.9,Sub-Saharan Africa
Malawi,1991,227.8,Sub-Saharan Africa
Malawi,1992,219.6,Sub-Saharan Africa
Malawi,1993,212.3,Sub-Saharan Africa
Malawi,1994,206.4,Sub-Saharan Africa
Malawi,1995,201.9,Sub-Saharan Africa
Malawi,1996,198.2,Sub-Saharan Africa
Malawi,1997,194.6,Sub-Saharan Africa
Malawi,1998,189.9,Sub-Saharan Africa
Malawi,1999,182.7,Sub-Saharan Africa
Malawi,2000,172.8,Sub-Saharan Africa
Malawi,2001,160.7,Sub-Saharan Africa
Malawi,2002,147.5,Sub-Saharan Africa
Malawi,2003,134.9,Sub-Saharan Africa
Malawi,2004,124.5,Sub-Saharan Africa
Malawi,2005,116.5,Sub-Saharan Africa
Malawi,2006,110.5,Sub-Saharan Africa
Malawi,2007,105.8,Sub-Saharan Africa
Malawi,2008,101.1,Sub-Saharan Africa
Malawi,2009,96.5,Sub-Saharan Africa
Malawi,2010,92,Sub-Saharan Africa
Malawi,2011,85.7,Sub-Saharan Africa
Malawi,2012,78.6,Sub-Saharan Africa
Malawi,2013,72.6,Sub-Saharan Africa
Malaysia,1964,74.7,East Asia & Pacific
Malaysia,1965,71,East Asia & Pacific
Malaysia,1966,67.5,East Asia & Pacific
Malaysia,1967,64.3,East Asia & Pacific
Malaysia,1968,61.3,East Asia & Pacific
Malaysia,1969,58.5,East Asia & Pacific
Malaysia,1970,55.8,East Asia & Pacific
Malaysia,1971,53.1,East Asia & Pacific
Malaysia,1972,50.5,East Asia & Pacific
Malaysia,1973,47.8,East Asia & Pacific
Malaysia,1974,45.2,East Asia & Pacific
Malaysia,1975,42.5,East Asia & Pacific
Malaysia,1976,40,East Asia & Pacific
Malaysia,1977,37.4,East Asia & Pacific
Malaysia,1978,35,East Asia & Pacific
Malaysia,1979,32.7,East Asia & Pacific
Malaysia,1980,30.5,East Asia & Pacific
Malaysia,1981,28.5,East Asia & Pacific
Malaysia,1982,26.6,East Asia & Pacific
Malaysia,1983,24.8,East Asia & Pacific
Malaysia,1984,23.2,East Asia & Pacific
Malaysia,1985,21.8,East Asia & Pacific
Malaysia,1986,20.5,East Asia & Pacific
Malaysia,1987,19.4,East Asia & Pacific
Malaysia,1988,18.4,East Asia & Pacific
Malaysia,1989,17.4,East Asia & Pacific
Malaysia,1990,16.6,East Asia & Pacific
Malaysia,1991,15.8,East Asia & Pacific
Malaysia,1992,15.1,East Asia & Pacific
Malaysia,1993,14.4,East Asia & Pacific
Malaysia,1994,13.8,East Asia & Pacific
Malaysia,1995,13.3,East Asia & Pacific
Malaysia,1996,12.9,East Asia & Pacific
Malaysia,1997,12.4,East Asia & Pacific
Malaysia,1998,11.7,East Asia & Pacific
Malaysia,1999,11,East Asia & Pacific
Malaysia,2000,10.2,East Asia & Pacific
Malaysia,2001,9.5,East Asia & Pacific
Malaysia,2002,8.9,East Asia & Pacific
Malaysia,2003,8.5,East Asia & Pacific
Malaysia,2004,8.3,East Asia & Pacific
Malaysia,2005,8.1,East Asia & Pacific
Malaysia,2006,8,East Asia & Pacific
Malaysia,2007,8,East Asia & Pacific
Malaysia,2008,8,East Asia & Pacific
Malaysia,2009,8.1,East Asia & Pacific
Malaysia,2010,8.3,East Asia & Pacific
Malaysia,2011,8.4,East Asia & Pacific
Malaysia,2012,8.4,East Asia & Pacific
Malaysia,2013,8.4,East Asia & Pacific
Maldives,1964,315,South Asia
Maldives,1965,306.6,South Asia
Maldives,1966,297.9,South Asia
Maldives,1967,289,South Asia
Maldives,1968,279.8,South Asia
Maldives,1969,270.5,South Asia
Maldives,1970,260.9,South Asia
Maldives,1971,250.5,South Asia
Maldives,1972,239.5,South Asia
Maldives,1973,227.9,South Asia
Maldives,1974,215.9,South Asia
Maldives,1975,204.4,South Asia
Maldives,1976,193.4,South Asia
Maldives,1977,183,South Asia
Maldives,1978,173.2,South Asia
Maldives,1979,163.9,South Asia
Maldives,1980,155.3,South Asia
Maldives,1981,147.3,South Asia
Maldives,1982,140,South Asia
Maldives,1983,133.1,South Asia
Maldives,1984,126.6,South Asia
Maldives,1985,120.3,South Asia
Maldives,1986,114.5,South Asia
Maldives,1987,108.9,South Asia
Maldives,1988,103.7,South Asia
Maldives,1989,98.8,South Asia
Maldives,1990,94.1,South Asia
Maldives,1991,89.5,South Asia
Maldives,1992,85.1,South Asia
Maldives,1993,80.4,South Asia
Maldives,1994,75.7,South Asia
Maldives,1995,70.8,South Asia
Maldives,1996,65.8,South Asia
Maldives,1997,60.5,South Asia
Maldives,1998,55.2,South Asia
Maldives,1999,49.8,South Asia
Maldives,2000,44.4,South Asia
Maldives,2001,39.2,South Asia
Maldives,2002,34.3,South Asia
Maldives,2003,29.9,South Asia
Maldives,2004,28.8,South Asia
Maldives,2005,22.8,South Asia
Maldives,2006,20.1,South Asia
Maldives,2007,17.8,South Asia
Maldives,2008,16,South Asia
Maldives,2009,14.4,South Asia
Maldives,2010,13,South Asia
Maldives,2011,11.8,South Asia
Maldives,2012,10.7,South Asia
Maldives,2013,9.9,South Asia
Mali,1964,435.8,Sub-Saharan Africa
Mali,1965,428.5,Sub-Saharan Africa
Mali,1966,421.8,Sub-Saharan Africa
Mali,1967,415.4,Sub-Saharan Africa
Mali,1968,409.8,Sub-Saharan Africa
Mali,1969,404.6,Sub-Saharan Africa
Mali,1970,400,Sub-Saharan Africa
Mali,1971,395.4,Sub-Saharan Africa
Mali,1972,390.3,Sub-Saharan Africa
Mali,1973,384,Sub-Saharan Africa
Mali,1974,376.6,Sub-Saharan Africa
Mali,1975,368.3,Sub-Saharan Africa
Mali,1976,359.4,Sub-Saharan Africa
Mali,1977,350.4,Sub-Saharan Africa
Mali,1978,341.4,Sub-Saharan Africa
Mali,1979,332.9,Sub-Saharan Africa
Mali,1980,324.7,Sub-Saharan Africa
Mali,1981,317,Sub-Saharan Africa
Mali,1982,308.9,Sub-Saharan Africa
Mali,1983,300.7,Sub-Saharan Africa
Mali,1984,292.6,Sub-Saharan Africa
Mali,1985,285,Sub-Saharan Africa
Mali,1986,277.9,Sub-Saharan Africa
Mali,1987,271.3,Sub-Saharan Africa
Mali,1988,265.2,Sub-Saharan Africa
Mali,1989,259.5,Sub-Saharan Africa
Mali,1990,254.4,Sub-Saharan Africa
Mali,1991,250,Sub-Saharan Africa
Mali,1992,246.6,Sub-Saharan Africa
Mali,1993,243.9,Sub-Saharan Africa
Mali,1994,242,Sub-Saharan Africa
Mali,1995,240,Sub-Saharan Africa
Mali,1996,237.9,Sub-Saharan Africa
Mali,1997,235.3,Sub-Saharan Africa
Mali,1998,231.7,Sub-Saharan Africa
Mali,1999,226.4,Sub-Saharan Africa
Mali,2000,219.6,Sub-Saharan Africa
Mali,2001,211.2,Sub-Saharan Africa
Mali,2002,201.8,Sub-Saharan Africa
Mali,2003,191.8,Sub-Saharan Africa
Mali,2004,181.7,Sub-Saharan Africa
Mali,2005,171.8,Sub-Saharan Africa
Mali,2006,162.9,Sub-Saharan Africa
Mali,2007,155.1,Sub-Saharan Africa
Mali,2008,148.3,Sub-Saharan Africa
Mali,2009,142,Sub-Saharan Africa
Mali,2010,136.6,Sub-Saharan Africa
Mali,2011,131.7,Sub-Saharan Africa
Mali,2012,127,Sub-Saharan Africa
Mali,2013,122.7,Sub-Saharan Africa
Malta,1964,35.4,Europe & Central Asia
Malta,1965,34.3,Europe & Central Asia
Malta,1966,33.1,Europe & Central Asia
Malta,1967,31.8,Europe & Central Asia
Malta,1968,30.5,Europe & Central Asia
Malta,1969,29.2,Europe & Central Asia
Malta,1970,27.8,Europe & Central Asia
Malta,1971,26.5,Europe & Central Asia
Malta,1972,25.1,Europe & Central Asia
Malta,1973,23.8,Europe & Central Asia
Malta,1974,22.6,Europe & Central Asia
Malta,1975,21.4,Europe & Central Asia
Malta,1976,20.2,Europe & Central Asia
Malta,1977,19.2,Europe & Central Asia
Malta,1978,18.3,Europe & Central Asia
Malta,1979,17.6,Europe & Central Asia
Malta,1980,16.9,Europe & Central Asia
Malta,1981,16.3,Europe & Central Asia
Malta,1982,15.7,Europe & Central Asia
Malta,1983,15.1,Europe & Central Asia
Malta,1984,14.5,Europe & Central Asia
Malta,1985,13.9,Europe & Central Asia
Malta,1986,13.3,Europe & Central Asia
Malta,1987,12.8,Europe & Central Asia
Malta,1988,12.3,Europe & Central Asia
Malta,1989,11.8,Europe & Central Asia
Malta,1990,11.4,Europe & Central Asia
Malta,1991,11,Europe & Central Asia
Malta,1992,10.6,Europe & Central Asia
Malta,1993,10.2,Europe & Central Asia
Malta,1994,9.9,Europe & Central Asia
Malta,1995,9.5,Europe & Central Asia
Malta,1996,9.1,Europe & Central Asia
Malta,1997,8.7,Europe & Central Asia
Malta,1998,8.4,Europe & Central Asia
Malta,1999,8.1,Europe & Central Asia
