Country,Year,life,region
Malawi,1994,46.89,Sub-Saharan Africa
Malawi,1995,46.671,Sub-Saharan Africa
Malawi,1996,46.431,Sub-Saharan Africa
Malawi,1997,46.209,Sub-Saharan Africa
Malawi,1998,46.044,Sub-Saharan Africa
Malawi,1999,45.971,Sub-Saharan Africa
Malawi,2000,46.04,Sub-Saharan Africa
Malawi,2001,46.292,Sub-Saharan Africa
Malawi,2002,46.729,Sub-Saharan Africa
Malawi,2003,47.338,Sub-Saharan Africa
Malawi,2004,48.1,Sub-Saharan Africa
Malawi,2005,48.982,Sub-Saharan Africa
Malawi,2006,49.94,Sub-Saharan Africa
Malawi,2007,50.92,Sub-Saharan Africa
Malawi,2008,51.868,Sub-Saharan Africa
Malawi,2009,52.75,Sub-Saharan Africa
Malawi,2010,53.536,Sub-Saharan Africa
Malawi,2011,54.213,Sub-Saharan Africa
Malawi,2012,54.798,Sub-Saharan Africa
Malawi,2013,55.311,Sub-Saharan Africa
Malaysia,1964,61.671,East Asia & Pacific
Malaysia,1965,62.175,East Asia & Pacific
Malaysia,1966,62.66,East Asia & Pacific
Malaysia,1967,63.128,East Asia & Pacific
Malaysia,1968,63.581,East Asia & Pacific
Malaysia,1969,64.02,East Asia & Pacific
Malaysia,1970,64.446,East Asia & Pacific
Malaysia,1971,64.858,East Asia & Pacific
Malaysia,1972,65.258,East Asia & Pacific
Malaysia,1973,65.645,East Asia & Pacific
Malaysia,1974,66.021,East Asia & Pacific
Malaysia,1975,66.385,East Asia & Pacific
Malaysia,1976,66.739,East Asia & Pacific
Malaysia,1977,67.081,East Asia & Pacific
Malaysia,1978,67.414,East Asia & Pacific
Malaysia,1979,67.737,East Asia & Pacific
Malaysia,1980,68.051,East Asia & Pacific
Malaysia,1981,68.357,East Asia & Pacific
Malaysia,1982,68.654,East Asia & Pacific
Malaysia,1983,68.943,East Asia & Pacific
Malaysia,1984,69.224,East Asia & Pacific
Malaysia,1985,69.497,East Asia & Pacific
Malaysia,1986,69.763,East Asia & Pacific
Malaysia,1987,70.02,East Asia & Pacific
Malaysia,1988,70.269,East Asia & Pacific
Malaysia,1989,70.511,East Asia & Pacific
Malaysia,1990,70.746,East Asia & Pacific
Malaysia,1991,70.974,East Asia & Pacific
Malaysia,1992,71.197,East Asia & Pacific
Malaysia,1993,71.415,East Asia & Pacific
Malaysia,1994,71.628,East Asia & Pacific
Malaysia,1995,71.836,East Asia & Pacific
Malaysia,1996,72.04,East Asia & Pacific
Malaysia,1997,72.24,East Asia & Pacific
Malaysia,1998,72.435,East Asia & Pacific
Malaysia,1999,72.625,East Asia & Pacific
Malaysia,2000,72.81,East Asia & Pacific
Malaysia,2001,72.989,East Asia & Pacific
Malaysia,2002,73.162,East Asia & Pacific
Malaysia,2003,73.329,East Asia & Pacific
Malaysia,2004,73.491,East Asia & Pacific
Malaysia,2005,73.652,East Asia & Pacific
Malaysia,2006,73.811,East Asia & Pacific
Malaysia,2007,73.973,East Asia & Pacific
Malaysia,2008,74.138,East Asia & Pacific
Malaysia,2009,74.306,East Asia & Pacific
Malaysia,2010,74.479,East Asia & Pacific
Malaysia,2011,74.656,East Asia & Pacific
Malaysia,2012,74.836,East Asia & Pacific
Malaysia,2013,75.017,East Asia & Pacific
Maldives,1964,38.911,South Asia
Maldives,1965,39.793,South Asia
Maldives,1966,40.694,South Asia
Maldives,1967,41.595,South Asia
Maldives,1968,42.479,South Asia
Maldives,1969,43.334,South Asia
Maldives,1970,44.153,South Asia
Maldives,1971,44.934,South Asia
Maldives,1972,45.69,South Asia
Maldives,1973,46.435,South Asia
Maldives,1974,47.179,South Asia
Maldives,1975,47.938,South Asia
Maldives,1976,48.731,South Asia
Maldives,1977,49.564,South Asia
Maldives,1978,50.438,South Asia
Maldives,1979,51.35,South Asia
Maldives,1980,52.285,South Asia
Maldives,1981,53.222,South Asia
Maldives,1982,54.142,South Asia
Maldives,1983,55.028,South Asia
Maldives,1984,55.877,South Asia
Maldives,1985,56.69,South Asia
Maldives,1986,57.477,South Asia
Maldives,1987,58.256,South Asia
Maldives,1988,59.04,South Asia
Maldives,1989,59.834,South Asia
Maldives,1990,60.637,South Asia
Maldives,1991,61.443,South Asia
Maldives,1992,62.246,South Asia
Maldives,1993,63.044,South Asia
Maldives,1994,63.843,South Asia
Maldives,1995,64.656,South Asia
Maldives,1996,65.502,South Asia
Maldives,1997,66.39,South Asia
Maldives,1998,67.322,South Asia
Maldives,1999,68.289,South Asia
Maldives,2000,69.279,South Asia
Maldives,2001,70.275,South Asia
Maldives,2002,71.252,South Asia
Maldives,2003,72.188,South Asia
Maldives,2004,73.066,South Asia
Maldives,2005,73.871,South Asia
Maldives,2006,74.593,South Asia
Maldives,2007,75.238,South Asia
Maldives,2008,75.813,South Asia
Maldives,2009,76.324,South Asia
Maldives,2010,76.779,South Asia
Maldives,2011,77.188,South Asia
Maldives,2012,77.564,South Asia
Maldives,2013,77.919,South Asia
Mali,1964,29.097,Sub-Saharan Africa
Mali,1965,29.488,Sub-Saharan Africa
Mali,1966,29.959,Sub-Saharan Africa
Mali,1967,30.496,Sub-Saharan Africa
Mali,1968,31.086,Sub-Saharan Africa
Mali,1969,31.72,Sub-Saharan Africa
Mali,1970,32.388,Sub-Saharan Africa
Mali,1971,33.078,Sub-Saharan Africa
Mali,1972,33.782,Sub-Saharan Africa
Mali,1973,34.493,Sub-Saharan Africa
Mali,1974,35.205,Sub-Saharan Africa
Mali,1975,35.918,Sub-Saharan Africa
Mali,1976,36.636,Sub-Saharan Africa
Mali,1977,37.364,Sub-Saharan Africa
Mali,1978,38.106,Sub-Saharan Africa
Mali,1979,38.861,Sub-Saharan Africa
Mali,1980,39.628,Sub-Saharan Africa
Mali,1981,40.408,Sub-Saharan Africa
Mali,1982,41.196,Sub-Saharan Africa
Mali,1983,41.981,Sub-Saharan Africa
Mali,1984,42.753,Sub-Saharan Africa
Mali,1985,43.498,Sub-Saharan Africa
Mali,1986,44.204,Sub-Saharan Africa
Mali,1987,44.864,Sub-Saharan Africa
Mali,1988,45.467,Sub-Saharan Africa
Mali,1989,46.007,Sub-Saharan Africa
Mali,1990,46.469,Sub-Saharan Africa
Mali,1991,46.84,Sub-Saharan Africa
Mali,1992,47.127,Sub-Saharan Africa
Mali,1993,47.345,Sub-Saharan Africa
Mali,1994,47.514,Sub-Saharan Africa
Mali,1995,47.665,Sub-Saharan Africa
Mali,1996,47.831,Sub-Saharan Africa
Mali,1997,48.04,Sub-Saharan Africa
Mali,1998,48.309,Sub-Saharan Africa
Mali,1999,48.65,Sub-Saharan Africa
Mali,2000,49.061,Sub-Saharan Africa
Mali,2001,49.53,Sub-Saharan Africa
Mali,2002,50.03,Sub-Saharan Africa
Mali,2003,50.538,Sub-Saharan Africa
Mali,2004,51.042,Sub-Saharan Africa
Mali,2005,51.533,Sub-Saharan Africa
Mali,2006,52.006,Sub-Saharan Africa
Mali,2007,52.467,Sub-Saharan Africa
Mali,2008,52.918,Sub-Saharan Africa
Mali,2009,53.358,Sub-Saharan Africa
Mali,2010,53.788,Sub-Saharan Africa
Mali,2011,54.208,Sub-Saharan Africa
Mali,2012,54.622,Sub-Saharan Africa
Mali,2013,55.032,Sub-Saharan Africa
Malta,1964,68.839,Europe & Central Asia
Malta,1965,69.132,Europe & Central Asia
Malta,1966,69.417,Europe & Central Asia
Malta,1967,69.695,Europe & Central Asia
Malta,1968,69.971,Europe & Central Asia
Malta,1969,70.245,Europe & Central Asia
Malta,1970,70.515,Europe & Central Asia
Malta,1971,70.782,Europe & Central Asia
Malta,1972,71.045,Europe & Central Asia
Malta,1973,71.304,Europe & Central Asia
Malta,1974,71.558,Europe & Central Asia
Malta,1975,71.809,Europe & Central Asia
Malta,1976,72.057,Europe & Central Asia
Malta,1977,72.302,Europe & Central Asia
Malta,1978,72.545,Europe & Central Asia
Malta,1979,72.786,Europe & Central Asia
Malta,1980,73.026,Europe & Central Asia
Malta,1981,73.264,Europe & Central Asia
Malta,1982,73.499,Europe & Central Asia
Malta,1983,73.733,Europe & Central Asia
Malta,1984,73.964,Europe & Central Asia
Malta,1985,74.192,Europe & Central Asia
Malta,1986,74.418,Europe & Central Asia
Malta,1987,74.642,Europe & Central Asia
Malta,1988,74.864,Europe & Central Asia
Malta,1989,75.083,Europe & Central Asia
Malta,1990,75.301,Europe & Central Asia
Malta,1991,75.516,Europe & Central Asia
Malta,1992,75.728,Europe & Central Asia
Malta,1993,75.939,Europe & Central Asia
Malta,1994,76.147,Europe & Central Asia
Malta,1995,76.353,Europe & Central Asia
Malta,1996,76.558,Europe & Central Asia
Malta,1997,76.761,Europe & Central Asia
Malta,1998,76.963,Europe & Central Asia
Malta,1999,77.164,Europe & Central Asia
Malta,2000,77.364,Europe & Central Asia
Malta,2001,77.561,Europe & Central Asia
Malta,2002,77.757,Europe & Central Asia
Malta,2003,77.95,Europe & Central Asia
Malta,2004,78.141,Europe & Central Asia
Malta,2005,78.329,Europe & Central Asia
Malta,2006,78.514,Europe & Central Asia
Malta,2007,78.695,Europe & Central Asia
Malta,2008,78.873,Europe & Central Asia
Malta,2009,79.05,Europe & Central Asia
Malta,2010,79.225,Europe & Central Asia
Malta,2011,79.399,Europe & Central Asia
Malta,2012,79.574,Europe & Central Asia
Malta,2013,79.75,Europe & Central Asia
Martinique,1964,62.724,America
Martinique,1965,63.284,America
Martinique,1966,63.838,America
Martinique,1967,64.386,America
Martinique,1968,64.926,America
Martinique,1969,65.46,America
Martinique,1970,65.986,America
Martinique,1971,66.506,America
Martinique,1972,67.019,America
Martinique,1973,67.525,America
Martinique,1974,68.024,America
Martinique,1975,68.514,America
Martinique,1976,68.995,America
Martinique,1977,69.467,America
Martinique,1978,69.928,America
Martinique,1979,70.379,America
Martinique,1980,70.821,America
Martinique,1981,71.252,America
Martinique,1982,71.675,America
Martinique,1983,72.089,America
Martinique,1984,72.496,America
Martinique,1985,72.895,America
Martinique,1986,73.287,America
Martinique,1987,73.673,America
Martinique,1988,74.051,America
Martinique,1989,74.423,America
Martinique,1990,74.789,America
Martinique,1991,75.15,America
Martinique,1992,75.505,America
Martinique,1993,75.855,America
Martinique,1994,76.201,America
Martinique,1995,76.542,America
Martinique,1996,76.881,America
Martinique,1997,77.217,America
Martinique,1998,77.548,America
Martinique,1999,77.875,America
Martinique,2000,78.191,America
Martinique,2001,78.495,America
Martinique,2002,78.782,America
Martinique,2003,79.053,America
Martinique,2004,79.308,America
Martinique,2005,79.55,America
Martinique,2006,79.784,America
Martinique,2007,80.014,America
Martinique,2008,80.243,America
Martinique,2009,80.475,America
Martinique,2010,80.71,America
Martinique,2011,80.945,America
Martinique,2012,81.18,America
Martinique,2013,81.41,America
Mauritania,1964,46.077,Sub-Saharan Africa
Mauritania,1965,46.648,Sub-Saharan Africa
Mauritania,1966,47.184,Sub-Saharan Africa
Mauritania,1967,47.694,Sub-Saharan Africa
Mauritania,1968,48.185,Sub-Saharan Africa
Mauritania,1969,48.662,Sub-Saharan Africa
Mauritania,1970,49.13,Sub-Saharan Africa
Mauritania,1971,49.59,Sub-Saharan Africa
Mauritania,1972,50.046,Sub-Saharan Africa
Mauritania,1973,50.504,Sub-Saharan Africa
Mauritania,1974,50.969,Sub-Saharan Africa
Mauritania,1975,51.453,Sub-Saharan Africa
Mauritania,1976,51.966,Sub-Saharan Africa
Mauritania,1977,52.511,Sub-Saharan Africa
Mauritania,1978,53.084,Sub-Saharan Africa
Mauritania,1979,53.678,Sub-Saharan Africa
Mauritania,1980,54.28,Sub-Saharan Africa
Mauritania,1981,54.876,Sub-Saharan Africa
Mauritania,1982,55.45,Sub-Saharan Africa
Mauritania,1983,55.986,Sub-Saharan Africa
Mauritania,1984,56.476,Sub-Saharan Africa
Mauritania,1985,56.914,Sub-Saharan Africa
Mauritania,1986,57.298,Sub-Saharan Africa
Mauritania,1987,57.636,Sub-Saharan Africa
Mauritania,1988,57.938,Sub-Saharan Africa
Mauritania,1989,58.205,Sub-Saharan Africa
Mauritania,1990,58.441,Sub-Saharan Africa
Mauritania,1991,58.647,Sub-Saharan Africa
Mauritania,1992,58.826,Sub-Saharan Africa
Mauritania,1993,58.982,Sub-Saharan Africa
Mauritania,1994,59.121,Sub-Saharan Africa
Mauritania,1995,59.245,Sub-Saharan Africa
Mauritania,1996,59.356,Sub-Saharan Africa
Mauritania,1997,59.456,Sub-Saharan Africa
Mauritania,1998,59.549,Sub-Saharan Africa
Mauritania,1999,59.639,Sub-Saharan Africa
Mauritania,2000,59.729,Sub-Saharan Africa
Mauritania,2001,59.826,Sub-Saharan Africa
Mauritania,2002,59.928,Sub-Saharan Africa
Mauritania,2003,60.039,Sub-Saharan Africa
Mauritania,2004,60.16,Sub-Saharan Africa
Mauritania,2005,60.292,Sub-Saharan Africa
Mauritania,2006,60.434,Sub-Saharan Africa
Mauritania,2007,60.585,Sub-Saharan Africa
Mauritania,2008,60.741,Sub-Saharan Africa
Mauritania,2009,60.902,Sub-Saharan Africa
Mauritania,2010,61.064,Sub-Saharan Africa
Mauritania,2011,61.227,Sub-Saharan Africa
Mauritania,2012,61.39,Sub-Saharan Africa
Mauritania,2013,61.55,Sub-Saharan Africa
Mauritius,1964,62.027,Sub-Saharan Africa
Mauritius,1965,62.458,Sub-Saharan Africa
Mauritius,1966,62.744,Sub-Saharan Africa
Mauritius,1967,62.924,Sub-Saharan Africa
Mauritius,1968,63.041,Sub-Saharan Africa
Mauritius,1969,63.129,Sub-Saharan Africa
Mauritius,1970,63.223,Sub-Saharan Africa
Mauritius,1971,63.354,Sub-Saharan Africa
Mauritius,1972,63.534,Sub-Saharan Africa
Mauritius,1973,63.774,Sub-Saharan Africa
Mauritius,1974,64.081,Sub-Saharan Africa
Mauritius,1975,64.464,Sub-Saharan Africa
Mauritius,1976,64.923,Sub-Saharan Africa
Mauritius,1977,65.435,Sub-Saharan Africa
Mauritius,1978,65.972,Sub-Saharan Africa
Mauritius,1979,66.511,Sub-Saharan Africa
Mauritius,1980,67.017,Sub-Saharan Africa
Mauritius,1981,67.454,Sub-Saharan Africa
Mauritius,1982,67.805,Sub-Saharan Africa
Mauritius,1983,68.069,Sub-Saharan Africa
Mauritius,1984,68.251,Sub-Saharan Africa
Mauritius,1985,68.381,Sub-Saharan Africa
Mauritius,1986,68.502,Sub-Saharan Africa
Mauritius,1987,68.653,Sub-Saharan Africa
Mauritius,1988,68.859,Sub-Saharan Africa
Mauritius,1989,69.124,Sub-Saharan Africa
Mauritius,1990,69.425,Sub-Saharan Africa
Mauritius,1991,69.721,Sub-Saharan Africa
Mauritius,1992,69.972,Sub-Saharan Africa
Mauritius,1993,70.154,Sub-Saharan Africa
Mauritius,1994,70.268,Sub-Saharan Africa
Mauritius,1995,70.339,Sub-Saharan Africa
Mauritius,1996,70.406,Sub-Saharan Africa
Mauritius,1997,70.51,Sub-Saharan Africa
Mauritius,1998,70.677,Sub-Saharan Africa
Mauritius,1999,70.912,Sub-Saharan Africa
Mauritius,2000,71.202,Sub-Saharan Africa
Mauritius,2001,71.519,Sub-Saharan Africa
Mauritius,2002,71.825,Sub-Saharan Africa
Mauritius,2003,72.095,Sub-Saharan Africa
Mauritius,2004,72.317,Sub-Saharan Africa
Mauritius,2005,72.491,Sub-Saharan Africa
Mauritius,2006,72.628,Sub-Saharan Africa
Mauritius,2007,72.749,Sub-Saharan Africa
Mauritius,2008,72.871,Sub-Saharan Africa
Mauritius,2009,73.001,Sub-Saharan Africa
Mauritius,2010,73.142,Sub-Saharan Africa
Mauritius,2011,73.295,Sub-Saharan Africa
Mauritius,2012,73.453,Sub-Saharan Africa
Mauritius,2013,73.613,Sub-Saharan Africa
Mayotte,1964,58.247,Sub-Saharan Africa
Mayotte,1965,58.98,Sub-Saharan Africa
Mayotte,1966,59.696,Sub-Saharan Africa
Mayotte,1967,60.392,Sub-Saharan Africa
Mayotte,1968,61.068,Sub-Saharan Africa
Mayotte,1969,61.725,Sub-Saharan Africa
Mayotte,1970,62.364,Sub-Saharan Africa
Mayotte,1971,62.985,Sub-Saharan Africa
Mayotte,1972,63.588,Sub-Saharan Africa
Mayotte,1973,64.174,Sub-Saharan Africa
Mayotte,1974,64.744,Sub-Saharan Africa
Mayotte,1975,65.298,Sub-Saharan Africa
Mayotte,1976,65.838,Sub-Saharan Africa
Mayotte,1977,66.364,Sub-Saharan Africa
Mayotte,1978,66.876,Sub-Saharan Africa
Mayotte,1979,67.376,Sub-Saharan Africa
Mayotte,1980,67.863,Sub-Saharan Africa
Mayotte,1981,68.337,Sub-Saharan Africa
Mayotte,1982,68.799,Sub-Saharan Africa
Mayotte,1983,69.249,Sub-Saharan Africa
Mayotte,1984,69.688,Sub-Saharan Africa
Mayotte,1985,70.116,Sub-Saharan Africa
Mayotte,1986,70.536,Sub-Saharan Africa
Mayotte,1987,70.947,Sub-Saharan Africa
Mayotte,1988,71.352,Sub-Saharan Africa
Mayotte,1989,71.749,Sub-Saharan Africa
Mayotte,1990,72.141,Sub-Saharan Africa
Mayotte,1991,72.527,Sub-Saharan Africa
Mayotte,1992,72.906,Sub-Saharan Africa
Mayotte,1993,73.278,Sub-Saharan Africa
Mayotte,1994,73.642,Sub-Saharan Africa
Mayotte,1995,74,Sub-Saharan Africa
Mayotte,1996,74.351,Sub-Saharan Africa
Mayotte,1997,74.695,Sub-Saharan Africa
Mayotte,1998,75.032,Sub-Saharan Africa
Mayotte,1999,75.362,Sub-Saharan Africa
Mayotte,2000,75.687,Sub-Saharan Africa
Mayotte,2001,76.009,Sub-Saharan Africa
Mayotte,2002,76.326,Sub-Saharan Africa
Mayotte,2003,76.639,Sub-Saharan Africa
Mayotte,2004,76.946,Sub-Saharan Africa
Mayotte,2005,77.244,Sub-Saharan Africa
Mayotte,2006,77.529,Sub-Saharan Africa
Mayotte,2007,77.799,Sub-Saharan Africa
Mayotte,2008,78.052,Sub-Saharan Africa
Mayotte,2009,78.291,Sub-Saharan Africa
Mayotte,2010,78.519,Sub-Saharan Africa
Mayotte,2011,78.742,Sub-Saharan Africa
Mayotte,2012,78.964,Sub-Saharan Africa
Mayotte,2013,79.19,Sub-Saharan Africa
Mexico,1964,59.076,America
Mexico,1965,59.454,America
Mexico,1966,59.814,America
Mexico,1967,60.172,America
Mexico,1968,60.543,America
Mexico,1969,60.939,America
Mexico,1970,61.369,America
Mexico,1971,61.836,America
Mexico,1972,62.333,America
Mexico,1973,62.851,America
Mexico,1974,63.384,America
Mexico,1975,63.928,America
Mexico,1976,64.474,America
Mexico,1977,65.016,America
Mexico,1978,65.548,America
Mexico,1979,66.065,America
Mexico,1980,66.563,America
Mexico,1981,67.041,America
Mexico,1982,67.503,America
Mexico,1983,67.951,America
Mexico,1984,68.387,America
Mexico,1985,68.812,America
Mexico,1986,69.228,America
Mexico,1987,69.637,America
Mexico,1988,70.04,America
Mexico,1989,70.44,America
Mexico,1990,70.838,America
Mexico,1991,71.238,America
Mexico,1992,71.64,America
Mexico,1993,72.039,America
Mexico,1994,72.434,America
Mexico,1995,72.818,America
Mexico,1996,73.181,America
Mexico,1997,73.52,America
Mexico,1998,73.832,America
Mexico,1999,74.117,America
Mexico,2000,74.38,America
Mexico,2001,74.629,America
Mexico,2002,74.872,America
Mexico,2003,75.116,America
Mexico,2004,75.364,America
Mexico,2005,75.617,America
Mexico,2006,75.871,America
Mexico,2007,76.123,America
Mexico,2008,76.367,America
Mexico,2009,76.605,America
Mexico,2010,76.836,America
Mexico,2011,77.06,America
Mexico,2012,77.281,America
Mexico,2013,77.501,America
"Micronesia, Fed. Sts.",1964,59.176,East Asia & Pacific
"Micronesia, Fed. Sts.",1965,59.576,East Asia & Pacific
"Micronesia, Fed. Sts.",1966,59.979,East Asia & Pacific
"Micronesia, Fed. Sts.",1967,60.386,East Asia & Pacific
"Micronesia, Fed. Sts.",1968,60.797,East Asia & Pacific
"Micronesia, Fed. Sts.",1969,61.211,East Asia & Pacific
"Micronesia, Fed. Sts.",1970,61.634,East Asia & Pacific
"Micronesia, Fed. Sts.",1971,62.071,East Asia & Pacific
"Micronesia, Fed. Sts.",1972,62.519,East Asia & Pacific
"Micronesia, Fed. Sts.",1973,62.971,East Asia & Pacific
"Micronesia, Fed. Sts.",1974,63.419,East Asia & Pacific
"Micronesia, Fed. Sts.",1975,63.843,East Asia & Pacific
"Micronesia, Fed. Sts.",1976,64.225,East Asia & Pacific
"Micronesia, Fed. Sts.",1977,64.552,East Asia & Pacific
"Micronesia, Fed. Sts.",1978,64.817,East Asia & Pacific
"Micronesia, Fed. Sts.",1979,65.022,East Asia & Pacific
"Micronesia, Fed. Sts.",1980,65.172,East Asia & Pacific
"Micronesia, Fed. Sts.",1981,65.281,East Asia & Pacific
"Micronesia, Fed. Sts.",1982,65.369,East Asia & Pacific
"Micronesia, Fed. Sts.",1983,65.453,East Asia & Pacific
"Micronesia, Fed. Sts.",1984,65.542,East Asia & Pacific
"Micronesia, Fed. Sts.",1985,65.642,East Asia & Pacific
"Micronesia, Fed. Sts.",1986,65.753,East Asia & Pacific
"Micronesia, Fed. Sts.",1987,65.868,East Asia & Pacific
"Micronesia, Fed. Sts.",1988,65.983,East Asia & Pacific
"Micronesia, Fed. Sts.",1989,66.098,East Asia & Pacific
"Micronesia, Fed. Sts.",1990,66.212,East Asia & Pacific
"Micronesia, Fed. Sts.",1991,66.325,East Asia & Pacific
"Micronesia, Fed. Sts.",1992,66.439,East Asia & Pacific
"Micronesia, Fed. Sts.",1993,66.552,East Asia & Pacific
"Micronesia, Fed. Sts.",1994,66.665,East Asia & Pacific
"Micronesia, Fed. Sts.",1995,66.776,East Asia & Pacific
"Micronesia, Fed. Sts.",1996,66.884,East Asia & Pacific
"Micronesia, Fed. Sts.",1997,66.99,East Asia & Pacific
"Micronesia, Fed. Sts.",1998,67.092,East Asia & Pacific
"Micronesia, Fed. Sts.",1999,67.195,East Asia & Pacific
"Micronesia, Fed. Sts.",2000,67.3,East Asia & Pacific
"Micronesia, Fed. Sts.",2001,67.412,East Asia & Pacific
"Micronesia, Fed. Sts.",2002,67.535,East Asia & Pacific
"Micronesia, Fed. Sts.",2003,67.668,East Asia & Pacific
"Micronesia, Fed. Sts.",2004,67.81,East Asia & Pacific
"Micronesia, Fed. Sts.",2005,67.959,East Asia & Pacific
"Micronesia, Fed. Sts.",2006,68.11,East Asia & Pacific
"Micronesia, Fed. Sts.",2007,68.257,East Asia & Pacific
"Micronesia, Fed. Sts.",2008,68.398,East Asia & Pacific
"Micronesia, Fed. Sts.",2009,68.53,East Asia & Pacific
"Micronesia, Fed. Sts.",2010,68.654,East Asia & Pacific
"Micronesia, Fed. Sts.",2011,68.77,East Asia & Pacific
"Micronesia, Fed. Sts.",2012,68.882,East Asia & Pacific
"Micronesia, Fed. Sts.",2013,68.993,East Asia & Pacific
Moldova,1964,63.496,Europe & Central Asia
Moldova,1965,63.856,Europe & Central Asia
Moldova,1966,64.186,Europe & Central Asia
Moldova,1967,64.476,Europe & Central Asia
Moldova,1968,64.718,Europe & Central Asia
Moldova,1969,64.908,Europe & Central Asia
Moldova,1970,65.045,Europe & Central Asia
Moldova,1971,65.134,Europe & Central Asia
Moldova,1972,65.186,Europe & Central Asia
Moldova,1973,65.213,Europe & Central Asia
Moldova,1974,65.221,Europe & Central Asia
Moldova,1975,65.209,Europe & Central Asia
Moldova,1976,65.172,Europe & Central Asia
Moldova,1977,65.111,Europe & Central Asia
Moldova,1978,65.037,Europe & Central Asia
Moldova,1979,64.971,Europe & Central Asia
Moldova,1980,64.951,Europe & Central Asia
Moldova,1981,65.022,Europe & Central Asia
Moldova,1982,65.205,Europe & Central Asia
Moldova,1983,65.499,Europe & Central Asia
Moldova,1984,65.887,Europe & Central Asia
Moldova,1985,66.33,Europe & Central Asia
Moldova,1986,66.772,Europe & Central Asia
Moldova,1987,67.157,Europe & Central Asia
Moldova,1988,67.44,Europe & Central Asia
Moldova,1989,67.605,Europe & Central Asia
Moldova,1990,67.643,Europe & Central Asia
Moldova,1991,67.563,Europe & Central Asia
Moldova,1992,67.409,Europe & Central Asia
Moldova,1993,67.222,Europe & Central Asia
Moldova,1994,67.031,Europe & Central Asia
Moldova,1995,66.867,Europe & Central Asia
Moldova,1996,66.761,Europe & Central Asia
Moldova,1997,66.721,Europe & Central Asia
Moldova,1998,66.75,Europe & Central Asia
Moldova,1999,66.849,Europe & Central Asia
Moldova,2000,67.007,Europe & Central Asia
Moldova,2001,67.205,Europe & Central Asia
Moldova,2002,67.416,Europe & Central Asia
Moldova,2003,67.617,Europe & Central Asia
Moldova,2004,67.796,Europe & Central Asia
Moldova,2005,67.949,Europe & Central Asia
Moldova,2006,68.078,Europe & Central Asia
Moldova,2007,68.195,Europe & Central Asia
Moldova,2008,68.31,Europe & Central Asia
Moldova,2009,68.425,Europe & Central Asia
Moldova,2010,68.541,Europe & Central Asia
Moldova,2011,68.66,Europe & Central Asia
Moldova,2012,68.779,Europe & Central Asia
Moldova,2013,68.899,Europe & Central Asia
Mongolia,1964,51.771,East Asia & Pacific
Mongolia,1965,52.461,East Asia & Pacific
Mongolia,1966,53.097,East Asia & Pacific
Mongolia,1967,53.701,East Asia & Pacific
Mongolia,1968,54.285,East Asia & Pacific
Mongolia,1969,54.844,East Asia & Pacific
Mongolia,1970,55.363,East Asia & Pacific
Mongolia,1971,55.818,East Asia & Pacific
Mongolia,1972,56.192,East Asia & Pacific
Mongolia,1973,56.477,East Asia & Pacific
Mongolia,1974,56.676,East Asia & Pacific
Mongolia,1975,56.796,East Asia & Pacific
Mongolia,1976,56.848,East Asia & Pacific
Mongolia,1977,56.86,East Asia & Pacific
Mongolia,1978,56.86,East Asia & Pacific
Mongolia,1979,56.875,East Asia & Pacific
Mongolia,1980,56.936,East Asia & Pacific
Mongolia,1981,57.073,East Asia & Pacific
Mongolia,1982,57.294,East Asia & Pacific
Mongolia,1983,57.594,East Asia & Pacific
Mongolia,1984,57.967,East Asia & Pacific
Mongolia,1985,58.391,East Asia & Pacific
Mongolia,1986,58.835,East Asia & Pacific
Mongolia,1987,59.266,East Asia & Pacific
Mongolia,1988,59.656,East Asia & Pacific
Mongolia,1989,59.992,East Asia & Pacific
Mongolia,1990,60.269,East Asia & Pacific
Mongolia,1991,60.488,East Asia & Pacific
Mongolia,1992,60.671,East Asia & Pacific
Mongolia,1993,60.843,East Asia & Pacific
Mongolia,1994,61.017,East Asia & Pacific
Mongolia,1995,61.213,East Asia & Pacific
Mongolia,1996,61.449,East Asia & Pacific
Mongolia,1997,61.732,East Asia & Pacific
Mongolia,1998,62.066,East Asia & Pacific
Mongolia,1999,62.449,East Asia & Pacific
Mongolia,2000,62.876,East Asia & Pacific
Mongolia,2001,63.339,East Asia & Pacific
Mongolia,2002,63.817,East Asia & Pacific
Mongolia,2003,64.294,East Asia & Pacific
Mongolia,2004,64.756,East Asia & Pacific
Mongolia,2005,65.19,East Asia & Pacific
Mongolia,2006,65.587,East Asia & Pacific
Mongolia,2007,65.947,East Asia & Pacific
Mongolia,2008,66.272,East Asia & Pacific
Mongolia,2009,66.564,East Asia & Pacific
Mongolia,2010,66.825,East Asia & Pacific
Mongolia,2011,67.063,East Asia & Pacific
Mongolia,2012,67.286,East Asia & Pacific
Mongolia,2013,67.503,East Asia & Pacific
Montenegro,1964,66.411,Europe & Central Asia
Montenegro,1965,66.99,Europe & Central Asia
Montenegro,1966,67.556,Europe & Central Asia
Montenegro,1967,68.126,Europe & Central Asia
Montenegro,1968,68.707,Europe & Central Asia
Montenegro,1969,69.293,Europe & Central Asia
Montenegro,1970,69.869,Europe & Central Asia
Montenegro,1971,70.413,Europe & Central Asia
Montenegro,1972,70.906,Europe & Central Asia
Montenegro,1973,71.334,Europe & Central Asia
Montenegro,1974,71.695,Europe & Central Asia
