population,Country,Year,region
13751019,Kazakhstan,1973,Europe & Central Asia
13950987,Kazakhstan,1974,Europe & Central Asia
14136006,Kazakhstan,1975,Europe & Central Asia
14304947,Kazakhstan,1976,Europe & Central Asia
14461277,Kazakhstan,1977,Europe & Central Asia
14610810,Kazakhstan,1978,Europe & Central Asia
14761508,Kazakhstan,1979,Europe & Central Asia
14918991,Kazakhstan,1980,Europe & Central Asia
15082186,Kazakhstan,1981,Europe & Central Asia
15248460,Kazakhstan,1982,Europe & Central Asia
15419454,Kazakhstan,1983,Europe & Central Asia
15596921,Kazakhstan,1984,Europe & Central Asia
15780002,Kazakhstan,1985,Europe & Central Asia
15972358,Kazakhstan,1986,Europe & Central Asia
16167918,Kazakhstan,1987,Europe & Central Asia
16344294,Kazakhstan,1988,Europe & Central Asia
16471823,Kazakhstan,1989,Europe & Central Asia
16530000,Kazakhstan,1990,Europe & Central Asia
16513480,Kazakhstan,1991,Europe & Central Asia
16430903,Kazakhstan,1992,Europe & Central Asia
16293800,Kazakhstan,1993,Europe & Central Asia
16120117,Kazakhstan,1994,Europe & Central Asia
15925853,Kazakhstan,1995,Europe & Central Asia
15712544,Kazakhstan,1996,Europe & Central Asia
15484686,Kazakhstan,1997,Europe & Central Asia
15265189,Kazakhstan,1998,Europe & Central Asia
15082372,Kazakhstan,1999,Europe & Central Asia
14956694,Kazakhstan,2000,Europe & Central Asia
14897666,Kazakhstan,2001,Europe & Central Asia
14901669,Kazakhstan,2002,Europe & Central Asia
14959072,Kazakhstan,2003,Europe & Central Asia
15053492,Kazakhstan,2004,Europe & Central Asia
15171805,Kazakhstan,2005,Europe & Central Asia
15312333,Kazakhstan,2006,Europe & Central Asia
15476093,Kazakhstan,2007,Europe & Central Asia
15655345,Kazakhstan,2008,Europe & Central Asia
15841096,Kazakhstan,2009,Europe & Central Asia
16026367,Kazakhstan,2010,Europe & Central Asia
16206750,Kazakhstan,2011,Europe & Central Asia
16381297,Kazakhstan,2012,Europe & Central Asia
16550975,Kazakhstan,2013,Europe & Central Asia
9200107,Kenya,1964,Sub-Saharan Africa
9504635,Kenya,1965,Sub-Saharan Africa
9822419,Kenya,1966,Sub-Saharan Africa
10154382,Kenya,1967,Sub-Saharan Africa
10502123,Kenya,1968,Sub-Saharan Africa
10867576,Kenya,1969,Sub-Saharan Africa
11252318,Kenya,1970,Sub-Saharan Africa
11657321,Kenya,1971,Sub-Saharan Africa
12082989,Kenya,1972,Sub-Saharan Africa
12529622,Kenya,1973,Sub-Saharan Africa
12997274,Kenya,1974,Sub-Saharan Africa
13486116,Kenya,1975,Sub-Saharan Africa
13995982,Kenya,1976,Sub-Saharan Africa
14527391,Kenya,1977,Sub-Saharan Africa
15081923,Kenya,1978,Sub-Saharan Africa
15661593,Kenya,1979,Sub-Saharan Africa
16267558,Kenya,1980,Sub-Saharan Africa
16899958,Kenya,1981,Sub-Saharan Africa
17557466,Kenya,1982,Sub-Saharan Africa
18237830,Kenya,1983,Sub-Saharan Africa
18937969,Kenya,1984,Sub-Saharan Africa
19655192,Kenya,1985,Sub-Saharan Africa
20387701,Kenya,1986,Sub-Saharan Africa
21134404,Kenya,1987,Sub-Saharan Africa
21894026,Kenya,1988,Sub-Saharan Africa
22665447,Kenya,1989,Sub-Saharan Africa
23447177,Kenya,1990,Sub-Saharan Africa
24240108,Kenya,1991,Sub-Saharan Africa
25042330,Kenya,1992,Sub-Saharan Africa
25846436,Kenya,1993,Sub-Saharan Africa
26642887,Kenya,1994,Sub-Saharan Africa
27425720,Kenya,1995,Sub-Saharan Africa
28191597,Kenya,1996,Sub-Saharan Africa
28944780,Kenya,1997,Sub-Saharan Africa
29696410,Kenya,1998,Sub-Saharan Africa
30462154,Kenya,1999,Sub-Saharan Africa
31253701,Kenya,2000,Sub-Saharan Africa
32076186,Kenya,2001,Sub-Saharan Africa
32927864,Kenya,2002,Sub-Saharan Africa
33805301,Kenya,2003,Sub-Saharan Africa
34702176,Kenya,2004,Sub-Saharan Africa
35614576,Kenya,2005,Sub-Saharan Africa
36540948,Kenya,2006,Sub-Saharan Africa
37485246,Kenya,2007,Sub-Saharan Africa
38455418,Kenya,2008,Sub-Saharan Africa
39462188,Kenya,2009,Sub-Saharan Africa
40512682,Kenya,2010,Sub-Saharan Africa
41609728,Kenya,2011,Sub-Saharan Africa
42749418,Kenya,2012,Sub-Saharan Africa
43923719,Kenya,2013,Sub-Saharan Africa
36801,Kiribati,1964,East Asia & Pacific
37895,Kiribati,1965,East Asia & Pacific
39071,Kiribati,1966,East Asia & Pacific
40314,Kiribati,1967,East Asia & Pacific
41574,Kiribati,1968,East Asia & Pacific
42782,Kiribati,1969,East Asia & Pacific
43891,Kiribati,1970,East Asia & Pacific
44881,Kiribati,1971,East Asia & Pacific
45777,Kiribati,1972,East Asia & Pacific
46629,Kiribati,1973,East Asia & Pacific
47515,Kiribati,1974,East Asia & Pacific
48491,Kiribati,1975,East Asia & Pacific
49573,Kiribati,1976,East Asia & Pacific
50750,Kiribati,1977,East Asia & Pacific
52015,Kiribati,1978,East Asia & Pacific
53350,Kiribati,1979,East Asia & Pacific
54742,Kiribati,1980,East Asia & Pacific
56180,Kiribati,1981,East Asia & Pacific
57668,Kiribati,1982,East Asia & Pacific
59223,Kiribati,1983,East Asia & Pacific
60871,Kiribati,1984,East Asia & Pacific
62620,Kiribati,1985,East Asia & Pacific
64491,Kiribati,1986,East Asia & Pacific
66457,Kiribati,1987,East Asia & Pacific
68416,Kiribati,1988,East Asia & Pacific
70239,Kiribati,1989,East Asia & Pacific
71835,Kiribati,1990,East Asia & Pacific
73163,Kiribati,1991,East Asia & Pacific
74263,Kiribati,1992,East Asia & Pacific
75227,Kiribati,1993,East Asia & Pacific
76188,Kiribati,1994,East Asia & Pacific
77248,Kiribati,1995,East Asia & Pacific
78431,Kiribati,1996,East Asia & Pacific
79713,Kiribati,1997,East Asia & Pacific
81085,Kiribati,1998,East Asia & Pacific
82524,Kiribati,1999,East Asia & Pacific
84010,Kiribati,2000,East Asia & Pacific
85550,Kiribati,2001,East Asia & Pacific
87147,Kiribati,2002,East Asia & Pacific
88776,Kiribati,2003,East Asia & Pacific
90398,Kiribati,2004,East Asia & Pacific
91988,Kiribati,2005,East Asia & Pacific
93534,Kiribati,2006,East Asia & Pacific
95043,Kiribati,2007,East Asia & Pacific
96532,Kiribati,2008,East Asia & Pacific
98027,Kiribati,2009,East Asia & Pacific
99546,Kiribati,2010,East Asia & Pacific
101093,Kiribati,2011,East Asia & Pacific
102660,Kiribati,2012,East Asia & Pacific
104251,Kiribati,2013,East Asia & Pacific
12011509,"Korea, Dem. Rep.",1964,East Asia & Pacific
12323345,"Korea, Dem. Rep.",1965,East Asia & Pacific
12671954,"Korea, Dem. Rep.",1966,East Asia & Pacific
13048499,"Korea, Dem. Rep.",1967,East Asia & Pacific
13444411,"Korea, Dem. Rep.",1968,East Asia & Pacific
13847248,"Korea, Dem. Rep.",1969,East Asia & Pacific
14246772,"Korea, Dem. Rep.",1970,East Asia & Pacific
14642731,"Korea, Dem. Rep.",1971,East Asia & Pacific
15034521,"Korea, Dem. Rep.",1972,East Asia & Pacific
15411302,"Korea, Dem. Rep.",1973,East Asia & Pacific
15759909,"Korea, Dem. Rep.",1974,East Asia & Pacific
16072089,"Korea, Dem. Rep.",1975,East Asia & Pacific
16341363,"Korea, Dem. Rep.",1976,East Asia & Pacific
16572788,"Korea, Dem. Rep.",1977,East Asia & Pacific
16784068,"Korea, Dem. Rep.",1978,East Asia & Pacific
17000252,"Korea, Dem. Rep.",1979,East Asia & Pacific
17239340,"Korea, Dem. Rep.",1980,East Asia & Pacific
17508435,"Korea, Dem. Rep.",1981,East Asia & Pacific
17802273,"Korea, Dem. Rep.",1982,East Asia & Pacific
18111491,"Korea, Dem. Rep.",1983,East Asia & Pacific
18421195,"Korea, Dem. Rep.",1984,East Asia & Pacific
18720888,"Korea, Dem. Rep.",1985,East Asia & Pacific
19006458,"Korea, Dem. Rep.",1986,East Asia & Pacific
19282372,"Korea, Dem. Rep.",1987,East Asia & Pacific
19556657,"Korea, Dem. Rep.",1988,East Asia & Pacific
19841107,"Korea, Dem. Rep.",1989,East Asia & Pacific
20143212,"Korea, Dem. Rep.",1990,East Asia & Pacific
20466180,"Korea, Dem. Rep.",1991,East Asia & Pacific
20804249,"Korea, Dem. Rep.",1992,East Asia & Pacific
21145052,"Korea, Dem. Rep.",1993,East Asia & Pacific
21471407,"Korea, Dem. Rep.",1994,East Asia & Pacific
21770898,"Korea, Dem. Rep.",1995,East Asia & Pacific
22038893,"Korea, Dem. Rep.",1996,East Asia & Pacific
22278723,"Korea, Dem. Rep.",1997,East Asia & Pacific
22495715,"Korea, Dem. Rep.",1998,East Asia & Pacific
22698674,"Korea, Dem. Rep.",1999,East Asia & Pacific
22894095,"Korea, Dem. Rep.",2000,East Asia & Pacific
23083419,"Korea, Dem. Rep.",2001,East Asia & Pacific
23264576,"Korea, Dem. Rep.",2002,East Asia & Pacific
23436550,"Korea, Dem. Rep.",2003,East Asia & Pacific
23597383,"Korea, Dem. Rep.",2004,East Asia & Pacific
23745941,"Korea, Dem. Rep.",2005,East Asia & Pacific
23882465,"Korea, Dem. Rep.",2006,East Asia & Pacific
24008606,"Korea, Dem. Rep.",2007,East Asia & Pacific
24126329,"Korea, Dem. Rep.",2008,East Asia & Pacific
24238179,"Korea, Dem. Rep.",2009,East Asia & Pacific
24346229,"Korea, Dem. Rep.",2010,East Asia & Pacific
24451285,"Korea, Dem. Rep.",2011,East Asia & Pacific
24553672,"Korea, Dem. Rep.",2012,East Asia & Pacific
24654358,"Korea, Dem. Rep.",2013,East Asia & Pacific
27772698,"Korea, Rep.",1964,East Asia & Pacific
28395140,"Korea, Rep.",1965,East Asia & Pacific
29009251,"Korea, Rep.",1966,East Asia & Pacific
29610399,"Korea, Rep.",1967,East Asia & Pacific
30208614,"Korea, Rep.",1968,East Asia & Pacific
30816726,"Korea, Rep.",1969,East Asia & Pacific
31443029,"Korea, Rep.",1970,East Asia & Pacific
32094421,"Korea, Rep.",1971,East Asia & Pacific
32766592,"Korea, Rep.",1972,East Asia & Pacific
33442949,"Korea, Rep.",1973,East Asia & Pacific
34099932,"Korea, Rep.",1974,East Asia & Pacific
34721507,"Korea, Rep.",1975,East Asia & Pacific
35299344,"Korea, Rep.",1976,East Asia & Pacific
35840876,"Korea, Rep.",1977,East Asia & Pacific
36364813,"Korea, Rep.",1978,East Asia & Pacific
36898192,"Korea, Rep.",1979,East Asia & Pacific
37459530,"Korea, Rep.",1980,East Asia & Pacific
38054603,"Korea, Rep.",1981,East Asia & Pacific
38674216,"Korea, Rep.",1982,East Asia & Pacific
39303579,"Korea, Rep.",1983,East Asia & Pacific
39920981,"Korea, Rep.",1984,East Asia & Pacific
40509932,"Korea, Rep.",1985,East Asia & Pacific
41066824,"Korea, Rep.",1986,East Asia & Pacific
41594331,"Korea, Rep.",1987,East Asia & Pacific
42089874,"Korea, Rep.",1988,East Asia & Pacific
42552039,"Korea, Rep.",1989,East Asia & Pacific
42980365,"Korea, Rep.",1990,East Asia & Pacific
43372546,"Korea, Rep.",1991,East Asia & Pacific
43729283,"Korea, Rep.",1992,East Asia & Pacific
44057249,"Korea, Rep.",1993,East Asia & Pacific
44365820,"Korea, Rep.",1994,East Asia & Pacific
44662143,"Korea, Rep.",1995,East Asia & Pacific
44949627,"Korea, Rep.",1996,East Asia & Pacific
45227776,"Korea, Rep.",1997,East Asia & Pacific
45495222,"Korea, Rep.",1998,East Asia & Pacific
45749004,"Korea, Rep.",1999,East Asia & Pacific
45987624,"Korea, Rep.",2000,East Asia & Pacific
46210554,"Korea, Rep.",2001,East Asia & Pacific
46420867,"Korea, Rep.",2002,East Asia & Pacific
46624837,"Korea, Rep.",2003,East Asia & Pacific
46830699,"Korea, Rep.",2004,East Asia & Pacific
47044126,"Korea, Rep.",2005,East Asia & Pacific
47267733,"Korea, Rep.",2006,East Asia & Pacific
47499360,"Korea, Rep.",2007,East Asia & Pacific
47733951,"Korea, Rep.",2008,East Asia & Pacific
47963923,"Korea, Rep.",2009,East Asia & Pacific
48183584,"Korea, Rep.",2010,East Asia & Pacific
48391343,"Korea, Rep.",2011,East Asia & Pacific
48588326,"Korea, Rep.",2012,East Asia & Pacific
48774767,"Korea, Rep.",2013,East Asia & Pacific
433288,Kuwait,1964,Middle East & North Africa
484205,Kuwait,1965,Middle East & North Africa
535698,Kuwait,1966,Middle East & North Africa
588171,Kuwait,1967,Middle East & North Africa
641694,Kuwait,1968,Middle East & North Africa
696610,Kuwait,1969,Middle East & North Africa
753142,Kuwait,1970,Middle East & North Africa
811187,Kuwait,1971,Middle East & North Africa
870446,Kuwait,1972,Middle East & North Africa
930744,Kuwait,1973,Middle East & North Africa
991885,Kuwait,1974,Middle East & North Africa
1053753,Kuwait,1975,Middle East & North Africa
1116083,Kuwait,1976,Middle East & North Africa
1178930,Kuwait,1977,Middle East & North Africa
1242872,Kuwait,1978,Middle East & North Africa
1308718,Kuwait,1979,Middle East & North Africa
1376963,Kuwait,1980,Middle East & North Africa
1445699,Kuwait,1981,Middle East & North Africa
1514013,Kuwait,1982,Middle East & North Africa
1584310,Kuwait,1983,Middle East & North Africa
1659961,Kuwait,1984,Middle East & North Africa
1742083,Kuwait,1985,Middle East & North Africa
1835819,Kuwait,1986,Middle East & North Africa
1937316,Kuwait,1987,Middle East & North Africa
2028166,Kuwait,1988,Middle East & North Africa
2083550,Kuwait,1989,Middle East & North Africa
2087687,Kuwait,1990,Middle East & North Africa
2031004,Kuwait,1991,Middle East & North Africa
1924077,Kuwait,1992,Middle East & North Africa
1795976,Kuwait,1993,Middle East & North Africa
1687552,Kuwait,1994,Middle East & North Africa
1627911,Kuwait,1995,Middle East & North Africa
1628120,Kuwait,1996,Middle East & North Africa
1678812,Kuwait,1997,Middle East & North Africa
1763693,Kuwait,1998,Middle East & North Africa
1857217,Kuwait,1999,Middle East & North Africa
1940786,Kuwait,2000,Middle East & North Africa
2009588,Kuwait,2001,Middle East & North Africa
2069816,Kuwait,2002,Middle East & North Africa
2126786,Kuwait,2003,Middle East & North Africa
2189485,Kuwait,2004,Middle East & North Africa
2264014,Kuwait,2005,Middle East & North Africa
2351441,Kuwait,2006,Middle East & North Africa
2447818,Kuwait,2007,Middle East & North Africa
2548351,Kuwait,2008,Middle East & North Africa
2646286,Kuwait,2009,Middle East & North Africa
2736732,Kuwait,2010,Middle East & North Africa
2818042,Kuwait,2011,Middle East & North Africa
2891553,Kuwait,2012,Middle East & North Africa
2959015,Kuwait,2013,Middle East & North Africa
2490244,Kyrgyzstan,1964,Europe & Central Asia
2573494,Kyrgyzstan,1965,Europe & Central Asia
2655349,Kyrgyzstan,1966,Europe & Central Asia
2735838,Kyrgyzstan,1967,Europe & Central Asia
2814423,Kyrgyzstan,1968,Europe & Central Asia
2890720,Kyrgyzstan,1969,Europe & Central Asia
2964499,Kyrgyzstan,1970,Europe & Central Asia
3035474,Kyrgyzstan,1971,Europe & Central Asia
3103694,Kyrgyzstan,1972,Europe & Central Asia
3169771,Kyrgyzstan,1973,Europe & Central Asia
3234611,Kyrgyzstan,1974,Europe & Central Asia
3299001,Kyrgyzstan,1975,Europe & Central Asia
3362961,Kyrgyzstan,1976,Europe & Central Asia
3426646,Kyrgyzstan,1977,Europe & Central Asia
3491143,Kyrgyzstan,1978,Europe & Central Asia
3557793,Kyrgyzstan,1979,Europe & Central Asia
3627499,Kyrgyzstan,1980,Europe & Central Asia
3700312,Kyrgyzstan,1981,Europe & Central Asia
3775764,Kyrgyzstan,1982,Europe & Central Asia
3853514,Kyrgyzstan,1983,Europe & Central Asia
3933002,Kyrgyzstan,1984,Europe & Central Asia
4013498,Kyrgyzstan,1985,Europe & Central Asia
4095873,Kyrgyzstan,1986,Europe & Central Asia
4179484,Kyrgyzstan,1987,Europe & Central Asia
4260325,Kyrgyzstan,1988,Europe & Central Asia
4333114,Kyrgyzstan,1989,Europe & Central Asia
4394502,Kyrgyzstan,1990,Europe & Central Asia
4441582,Kyrgyzstan,1991,Europe & Central Asia
4476402,Kyrgyzstan,1992,Europe & Central Asia
4506563,Kyrgyzstan,1993,Europe & Central Asia
4542747,Kyrgyzstan,1994,Europe & Central Asia
4592135,Kyrgyzstan,1995,Europe & Central Asia
4658815,Kyrgyzstan,1996,Europe & Central Asia
4739263,Kyrgyzstan,1997,Europe & Central Asia
4823870,Kyrgyzstan,1998,Europe & Central Asia
4898865,Kyrgyzstan,1999,Europe & Central Asia
4954850,Kyrgyzstan,2000,Europe & Central Asia
4987944,Kyrgyzstan,2001,Europe & Central Asia
5002691,Kyrgyzstan,2002,Europe & Central Asia
5008348,Kyrgyzstan,2003,Europe & Central Asia
5018366,Kyrgyzstan,2004,Europe & Central Asia
5042381,Kyrgyzstan,2005,Europe & Central Asia
5083724,Kyrgyzstan,2006,Europe & Central Asia
5139213,Kyrgyzstan,2007,Europe & Central Asia
5204104,Kyrgyzstan,2008,Europe & Central Asia
5270894,Kyrgyzstan,2009,Europe & Central Asia
5334223,Kyrgyzstan,2010,Europe & Central Asia
5392580,Kyrgyzstan,2011,Europe & Central Asia
5448085,Kyrgyzstan,2012,Europe & Central Asia
5503253,Kyrgyzstan,2013,Europe & Central Asia
2336091,Laos,1964,East Asia & Pacific
2391060,Laos,1965,East Asia & Pacific
2447006,Laos,1966,East Asia & Pacific
2503880,Laos,1967,East Asia & Pacific
2562718,Laos,1968,East Asia & Pacific
2624932,Laos,1969,East Asia & Pacific
2691207,Laos,1970,East Asia & Pacific
2762977,Laos,1971,East Asia & Pacific
2839169,Laos,1972,East Asia & Pacific
2914999,Laos,1973,East Asia & Pacific
2983956,Laos,1974,East Asia & Pacific
3041847,Laos,1975,East Asia & Pacific
3086518,Laos,1976,East Asia & Pacific
3120663,Laos,1977,East Asia & Pacific
3150906,Laos,1978,East Asia & Pacific
3186599,Laos,1979,East Asia & Pacific
3234555,Laos,1980,East Asia & Pacific
3296978,Laos,1981,East Asia & Pacific
3372093,Laos,1982,East Asia & Pacific
3457860,Laos,1983,East Asia & Pacific
3550669,Laos,1984,East Asia & Pacific
3647754,Laos,1985,East Asia & Pacific
3748525,Laos,1986,East Asia & Pacific
3853600,Laos,1987,East Asia & Pacific
3962714,Laos,1988,East Asia & Pacific
4075767,Laos,1989,East Asia & Pacific
4192414,Laos,1990,East Asia & Pacific
4312348,Laos,1991,East Asia & Pacific
4434570,Laos,1992,East Asia & Pacific
4557216,Laos,1993,East Asia & Pacific
4677981,Laos,1994,East Asia & Pacific
4795112,Laos,1995,East Asia & Pacific
4907960,Laos,1996,East Asia & Pacific
5016576,Laos,1997,East Asia & Pacific
5120845,Laos,1998,East Asia & Pacific
5220920,Laos,1999,East Asia & Pacific
5317060,Laos,2000,East Asia & Pacific
5408912,Laos,2001,East Asia & Pacific
5496700,Laos,2002,East Asia & Pacific
5582028,Laos,2003,East Asia & Pacific
5667055,Laos,2004,East Asia & Pacific
5753341,Laos,2005,East Asia & Pacific
5841572,Laos,2006,East Asia & Pacific
5931385,Laos,2007,East Asia & Pacific
6022001,Laos,2008,East Asia & Pacific
6112143,Laos,2009,East Asia & Pacific
6200894,Laos,2010,East Asia & Pacific
6288037,Laos,2011,East Asia & Pacific
6373934,Laos,2012,East Asia & Pacific
6458911,Laos,2013,East Asia & Pacific
2236535,Latvia,1964,Europe & Central Asia
2261016,Latvia,1965,Europe & Central Asia
2284026,Latvia,1966,Europe & Central Asia
2305578,Latvia,1967,Europe & Central Asia
2326027,Latvia,1968,Europe & Central Asia
2345942,Latvia,1969,Europe & Central Asia
2365705,Latvia,1970,Europe & Central Asia
2385524,Latvia,1971,Europe & Central Asia
2405177,Latvia,1972,Europe & Central Asia
2424107,Latvia,1973,Europe & Central Asia
2441537,Latvia,1974,Europe & Central Asia
2456971,Latvia,1975,Europe & Central Asia
2470206,Latvia,1976,Europe & Central Asia
2481606,Latvia,1977,Europe & Central Asia
2491929,Latvia,1978,Europe & Central Asia
2502245,Latvia,1979,Europe & Central Asia
2513349,Latvia,1980,Europe & Central Asia
2524804,Latvia,1981,Europe & Central Asia
2536323,Latvia,1982,Europe & Central Asia
2548940,Latvia,1983,Europe & Central Asia
2563992,Latvia,1984,Europe & Central Asia
2582011,Latvia,1985,Europe & Central Asia
2604319,Latvia,1986,Europe & Central Asia
2629552,Latvia,1987,Europe & Central Asia
2652332,Latvia,1988,Europe & Central Asia
2665405,Latvia,1989,Europe & Central Asia
2663905,Latvia,1990,Europe & Central Asia
2645539,Latvia,1991,Europe & Central Asia
2612722,Latvia,1992,Europe & Central Asia
2571110,Latvia,1993,Europe & Central Asia
2528893,Latvia,1994,Europe & Central Asia
2492095,Latvia,1995,Europe & Central Asia
2462617,Latvia,1996,Europe & Central Asia
2438994,Latvia,1997,Europe & Central Asia
2419819,Latvia,1998,Europe & Central Asia
2402452,Latvia,1999,Europe & Central Asia
2384972,Latvia,2000,Europe & Central Asia
2367302,Latvia,2001,Europe & Central Asia
2350340,Latvia,2002,Europe & Central Asia
2334225,Latvia,2003,Europe & Central Asia
2319229,Latvia,2004,Europe & Central Asia
2305528,Latvia,2005,Europe & Central Asia
2293080,Latvia,2006,Europe & Central Asia
2281693,Latvia,2007,Europe & Central Asia
2271198,Latvia,2008,Europe & Central Asia
2261380,Latvia,2009,Europe & Central Asia
2252060,Latvia,2010,Europe & Central Asia
2243142,Latvia,2011,Europe & Central Asia
2234572,Latvia,2012,Europe & Central Asia
2226260,Latvia,2013,Europe & Central Asia
2147273,Lebanon,1964,Middle East & North Africa
2203902,Lebanon,1965,Middle East & North Africa
2256917,Lebanon,1966,Middle East & North Africa
2306528,Lebanon,1967,Middle East & North Africa
2355380,Lebanon,1968,Middle East & North Africa
2407221,Lebanon,1969,Middle East & North Africa
2464286,Lebanon,1970,Middle East & North Africa
2528423,Lebanon,1971,Middle East & North Africa
2597588,Lebanon,1972,Middle East & North Africa
2665458,Lebanon,1973,Middle East & North Africa
2723330,Lebanon,1974,Middle East & North Africa
2765289,Lebanon,1975,Middle East & North Africa
2788641,Lebanon,1976,Middle East & North Africa
2796136,Lebanon,1977,Middle East & North Africa
2794001,Lebanon,1978,Middle East & North Africa
2791308,Lebanon,1979,Middle East & North Africa
2794638,Lebanon,1980,Middle East & North Africa
2807342,Lebanon,1981,Middle East & North Africa
2827767,Lebanon,1982,Middle East & North Africa
2851609,Lebanon,1983,Middle East & North Africa
2872204,Lebanon,1984,Middle East & North Africa
2885481,Lebanon,1985,Middle East & North Africa
2888455,Lebanon,1986,Middle East & North Africa
2884778,Lebanon,1987,Middle East & North Africa
2884840,Lebanon,1988,Middle East & North Africa
2902893,Lebanon,1989,Middle East & North Africa
2948372,Lebanon,1990,Middle East & North Africa
3026061,Lebanon,1991,Middle East & North Africa
3130785,Lebanon,1992,Middle East & North Africa
3249799,Lebanon,1993,Middle East & North Africa
3364891,Lebanon,1994,Middle East & North Africa
3462974,Lebanon,1995,Middle East & North Africa
3539137,Lebanon,1996,Middle East & North Africa
3597350,Lebanon,1997,Middle East & North Africa
3644171,Lebanon,1998,Middle East & North Africa
3690033,Lebanon,1999,Middle East & North Africa
3742329,Lebanon,2000,Middle East & North Africa
3802903,Lebanon,2001,Middle East & North Africa
3868504,Lebanon,2002,Middle East & North Africa
3935421,Lebanon,2003,Middle East & North Africa
3998042,Lebanon,2004,Middle East & North Africa
4052420,Lebanon,2005,Middle East & North Africa
4097457,Lebanon,2006,Middle East & North Africa
4134872,Lebanon,2007,Middle East & North Africa
4166915,Lebanon,2008,Middle East & North Africa
4196990,Lebanon,2009,Middle East & North Africa
4227597,Lebanon,2010,Middle East & North Africa
4259405,Lebanon,2011,Middle East & North Africa
4291719,Lebanon,2012,Middle East & North Africa
4324060,Lebanon,2013,Middle East & North Africa
915820,Lesotho,1964,Sub-Saharan Africa
933664,Lesotho,1965,Sub-Saharan Africa
952235,Lesotho,1966,Sub-Saharan Africa
971576,Lesotho,1967,Sub-Saharan Africa
991576,Lesotho,1968,Sub-Saharan Africa
1012087,Lesotho,1969,Sub-Saharan Africa
1033044,Lesotho,1970,Sub-Saharan Africa
1054333,Lesotho,1971,Sub-Saharan Africa
1076100,Lesotho,1972,Sub-Saharan Africa
1098849,Lesotho,1973,Sub-Saharan Africa
1123261,Lesotho,1974,Sub-Saharan Africa
1149797,Lesotho,1975,Sub-Saharan Africa
1178551,Lesotho,1976,Sub-Saharan Africa
1209290,Lesotho,1977,Sub-Saharan Africa
1241725,Lesotho,1978,Sub-Saharan Africa
1275421,Lesotho,1979,Sub-Saharan Africa
1309981,Lesotho,1980,Sub-Saharan Africa
1345398,Lesotho,1981,Sub-Saharan Africa
1381537,Lesotho,1982,Sub-Saharan Africa
1417720,Lesotho,1983,Sub-Saharan Africa
1453098,Lesotho,1984,Sub-Saharan Africa
1487079,Lesotho,1985,Sub-Saharan Africa
1519369,Lesotho,1986,Sub-Saharan Africa
1550144,Lesotho,1987,Sub-Saharan Africa
1579900,Lesotho,1988,Sub-Saharan Africa
1609386,Lesotho,1989,Sub-Saharan Africa
1639177,Lesotho,1990,Sub-Saharan Africa
1669190,Lesotho,1991,Sub-Saharan Africa
1699284,Lesotho,1992,Sub-Saharan Africa
1729896,Lesotho,1993,Sub-Saharan Africa
1761558,Lesotho,1994,Sub-Saharan Africa
1794531,Lesotho,1995,Sub-Saharan Africa
1829222,Lesotho,1996,Sub-Saharan Africa
1865218,Lesotho,1997,Sub-Saharan Africa
1900962,Lesotho,1998,Sub-Saharan Africa
1934337,Lesotho,1999,Sub-Saharan Africa
1963878,Lesotho,2000,Sub-Saharan Africa
1988983,Lesotho,2001,Sub-Saharan Africa
2010261,Lesotho,2002,Sub-Saharan Africa
2028976,Lesotho,2003,Sub-Saharan Africa
2047006,Lesotho,2004,Sub-Saharan Africa
2065752,Lesotho,2005,Sub-Saharan Africa
2085561,Lesotho,2006,Sub-Saharan Africa
2106128,Lesotho,2007,Sub-Saharan Africa
2127412,Lesotho,2008,Sub-Saharan Africa
2149201,Lesotho,2009,Sub-Saharan Africa
2171318,Lesotho,2010,Sub-Saharan Africa
2193843,Lesotho,2011,Sub-Saharan Africa
2216850,Lesotho,2012,Sub-Saharan Africa
2240126,Lesotho,2013,Sub-Saharan Africa
1230038,Liberia,1964,Sub-Saharan Africa
1261555,Liberia,1965,Sub-Saharan Africa
1294368,Liberia,1966,Sub-Saharan Africa
1328506,Liberia,1967,Sub-Saharan Africa
1364046,Liberia,1968,Sub-Saharan Africa
1401077,Liberia,1969,Sub-Saharan Africa
1439677,Liberia,1970,Sub-Saharan Africa
1479831,Liberia,1971,Sub-Saharan Africa
1521565,Liberia,1972,Sub-Saharan Africa
1565044,Liberia,1973,Sub-Saharan Africa
1610474,Liberia,1974,Sub-Saharan Africa
1657971,Liberia,1975,Sub-Saharan Africa
1706539,Liberia,1976,Sub-Saharan Africa
1755815,Liberia,1977,Sub-Saharan Africa
1807164,Liberia,1978,Sub-Saharan Africa
1862497,Liberia,1979,Sub-Saharan Africa
1922536,Liberia,1980,Sub-Saharan Africa
1988931,Liberia,1981,Sub-Saharan Africa
2059483,Liberia,1982,Sub-Saharan Africa
2126455,Liberia,1983,Sub-Saharan Africa
2179471,Liberia,1984,Sub-Saharan Africa
2211509,Liberia,1985,Sub-Saharan Africa
2221350,Liberia,1986,Sub-Saharan Africa
2212690,Liberia,1987,Sub-Saharan Africa
2189831,Liberia,1988,Sub-Saharan Africa
2159264,Liberia,1989,Sub-Saharan Africa
2127098,Liberia,1990,Sub-Saharan Africa
2091355,Liberia,1991,Sub-Saharan Africa
2054179,Liberia,1992,Sub-Saharan Africa
2030591,Liberia,1993,Sub-Saharan Africa
